Rythme machine : 20 respiration / min
Rythme inspiration spontanée : 12 respiration / min

temps (ms), commande pression (mmH2O), pression mesurée(mmH2O)
605761,250,262
605771,250,257
605781,250,247
605791,250,241
605801,250,235
605811,250,223
605821,250,214
605831,250,210
605841,250,213
605851,250,207
605861,250,211
605871,250,209
605881,250,212
605891,250,212
605901,250,212
605911,250,213
605921,250,213
605931,250,214
605941,250,213
605951,250,214
605961,250,212
605971,250,213
605981,250,212
605991,250,213
606001,250,212
606011,250,212
606021,250,212
606031,250,213
606041,250,213
606051,250,212
606061,250,213
606071,250,213
606081,250,214
606091,250,213
606101,250,213
606111,250,213
606121,250,213
606131,250,213
606141,250,213
606151,250,212
606161,250,213
606171,250,213
606181,100,212
606191,100,213
606201,100,213
606211,100,213
606221,100,213
606231,100,212
606241,100,212
606251,100,213
606261,100,213
606271,100,213
606281,100,213
606291,100,213
606301,100,212
606311,100,212
606321,100,213
606331,100,212
606341,100,212
606351,100,213
606361,100,212
606371,100,203
606381,100,186
606391,100,179
606401,100,162
606411,100,160
606421,100,152
606431,100,147
606441,100,146
606451,100,141
606461,100,143
606471,100,141
606481,100,140
606491,100,141
606501,100,142
606511,100,142
606521,100,143
606531,100,144
606541,100,141
606551,100,143
606561,100,139
606571,100,140
606581,100,137
606591,100,137
606601,100,136
606611,100,134
606621,100,135
606631,100,133
606641,100,135
606651,100,133
606661,100,134
606671,100,130
606681,100,134
606691,100,130
606701,100,129
606711,100,131
606721,100,129
606731,100,129
606741,100,128
606751,100,127
606761,100,127
606771,100,127
606781,100,127
606791,100,126
606801,100,125
606811,100,126
606821,100,123
606831,100,123
606841,100,122
606851,100,122
606861,100,122
606871,100,120
606881,100,120
606891,100,120
606901,100,121
606911,100,119
606921,100,119
606931,100,119
606941,100,118
606951,100,118
606961,100,118
606971,100,117
606981,100,116
606991,100,116
607001,100,115
607011,100,115
607021,100,116
607031,100,116
607041,100,116
607051,100,115
607061,100,114
607071,100,113
607081,100,113
607091,100,113
607101,100,112
607111,100,111
607121,100,112
607131,100,111
607141,100,111
607151,100,111
607161,100,111
607171,100,110
607181,100,111
607191,100,109
607201,100,109
607211,100,108
607221,100,105
607231,100,108
607241,100,106
607251,100,107
607261,100,107
607271,100,107
607281,100,108
607291,100,106
607301,100,107
607311,100,106
607321,100,105
607331,100,106
607341,100,104
607351,100,106
607361,100,104
607371,100,105
607381,100,104
607391,100,105
607401,100,103
607411,100,104
607421,100,103
607431,100,102
607441,100,102
607451,100,101
607461,100,102
607471,100,100
607481,100,102
607491,100,102
607501,100,102
607511,100,101
607521,100,103
607531,100,101
607541,100,100
607551,100,100
607561,100,100
607571,100,100
607581,100,100
607591,100,99
607601,100,99
607611,100,100
607621,100,100
607631,100,98
607641,100,98
607651,100,98
607661,100,98
607671,100,98
607681,100,98
607691,100,98
607701,100,98
607711,100,97
607721,100,97
607731,100,97
607741,100,98
607751,100,97
607761,100,96
607771,100,97
607781,100,97
607791,100,96
607801,100,96
607811,100,96
607821,100,96
607831,100,94
607841,100,96
607851,100,96
607861,100,96
607871,100,96
607881,100,97
607891,100,97
607901,100,96
607911,100,96
607921,100,97
607931,100,96
607941,100,95
607951,100,96
607961,100,95
607971,100,95
607981,100,96
607991,100,95
608001,100,95
608011,100,95
608021,100,97
608031,100,96
608041,100,97
608051,100,96
608061,100,97
608071,100,96
608081,100,96
608091,100,96
608101,100,96
608111,100,96
608121,100,96
608131,100,96
608141,100,95
608151,100,96
608161,100,96
608171,100,95
resetting LCD screen
608181,270,96
608194,270,95
608204,270,97
608214,270,97
608224,270,97
608234,270,98
608244,270,98
608254,270,98
608264,270,98
608274,270,98
608284,270,98
608294,270,98
608304,270,98
608314,270,98
608324,270,98
608334,270,98
608344,270,98
608354,270,98
608364,270,133
608374,270,118
608384,270,145
608394,270,148
608404,270,178
608414,270,176
608424,270,192
608434,270,185
608444,270,202
608454,270,207
608464,270,220
608474,270,212
608484,270,223
608494,270,220
608504,270,228
608514,270,239
608524,270,230
608534,270,243
608544,270,234
608554,270,241
608564,270,242
608574,270,241
608584,270,243
608594,270,249
608604,270,252
608614,270,250
608624,270,258
608634,270,257
608644,250,262
608654,250,259
608664,250,263
608674,250,263
608684,250,273
608694,250,264
608704,250,267
608714,250,259
608724,250,269
608734,250,268
608744,250,264
608754,250,271
608764,250,263
608774,250,262
608784,250,252
608794,250,255
608804,250,242
608814,250,232
608824,250,227
608834,250,223
608844,250,209
608854,250,208
608864,250,209
608874,250,205
608884,250,206
608894,250,207
608904,250,208
608914,250,210
608924,250,210
608934,250,210
608944,250,210
608954,250,210
608964,250,210
608974,250,211
608984,250,210
608994,250,209
609004,250,209
609014,250,210
609024,250,211
609034,250,209
609044,250,211
609054,250,210
609064,250,210
609074,250,210
609084,250,210
609094,250,211
609104,250,210
609114,250,210
609124,250,210
609134,250,209
609144,250,209
609154,250,209
609164,250,210
609174,250,209
609184,100,210
609194,100,210
609204,100,209
609214,100,210
609224,100,210
609234,100,210
609244,100,210
609254,100,210
609264,100,210
609274,100,210
609284,100,210
609294,100,209
609304,100,210
609314,100,210
609324,100,210
609334,100,210
609344,100,210
609354,100,209
609364,100,207
609374,100,188
609384,100,180
609394,100,163
609404,100,153
609414,100,148
609424,100,142
609434,100,137
609444,100,134
609454,100,134
609464,100,130
609474,100,131
609484,100,129
609494,100,129
609504,100,133
609514,100,132
609524,100,134
609534,100,133
609544,100,132
609554,100,132
609564,100,130
609574,100,129
609584,100,128
609594,100,127
609604,100,127
609614,100,127
609624,100,125
609634,100,127
609644,100,125
609654,100,125
609664,100,125
609674,100,123
609684,100,123
609694,100,122
609704,100,121
609714,100,121
609724,100,121
609734,100,121
609744,100,121
609754,100,121
609764,100,121
609774,100,121
609784,100,120
609794,100,119
609804,100,119
609814,100,119
609824,100,119
609834,100,119
609844,100,120
609854,100,118
609864,100,119
609874,100,119
609884,100,119
609894,100,118
609904,100,118
609914,100,118
609924,100,117
609934,100,117
609944,100,118
609954,100,117
609964,100,119
609974,100,116
609984,100,117
609994,100,116
610004,100,117
610014,100,117
610024,100,115
610034,100,116
610044,100,116
610054,100,117
610064,100,116
610074,100,116
610084,100,117
610094,100,118
610104,100,116
610114,100,115
610124,100,116
610134,100,115
610144,100,114
610154,100,114
610164,100,112
610174,100,113
610184,100,112
610194,100,112
610204,100,113
610214,100,112
610224,100,111
610234,100,111
610244,100,111
610254,100,109
610264,100,111
610274,100,108
610284,100,107
610294,100,108
610304,100,109
610314,100,107
610324,100,108
610334,100,108
610344,100,108
610354,100,108
610364,100,106
610374,100,107
610384,100,105
610394,100,107
610404,100,105
610414,100,106
610424,100,105
610434,100,104
610444,100,105
610454,100,105
610464,100,105
610474,100,105
610484,100,105
610494,100,104
610504,100,103
610514,100,102
610524,100,102
610534,100,103
610544,100,102
610554,100,103
610564,100,101
610574,100,103
610584,100,101
610594,100,101
610604,100,100
610614,100,100
610624,100,101
610634,100,99
610644,100,100
610654,100,101
610664,100,99
610674,100,100
610684,100,99
610694,100,100
610704,100,98
610714,100,99
610724,100,99
610734,100,98
610744,100,99
610754,100,98
610764,100,99
610774,100,98
610784,100,98
610794,100,98
610804,100,97
610814,100,97
610824,100,96
610834,100,96
610844,100,96
610854,100,96
610864,100,97
610874,100,97
610884,100,95
610894,100,98
610904,100,97
610914,100,96
610924,100,96
610934,100,96
610944,100,96
610954,100,96
610964,100,97
610974,100,96
610984,100,97
610994,100,96
611004,100,98
611014,100,96
611024,100,97
611034,100,96
611044,100,97
611054,100,96
611064,100,95
611074,100,95
611084,100,95
611094,100,95
611104,100,95
611114,100,96
611124,100,96
611134,100,97
611144,100,97
611154,100,96
611164,100,96
611174,100,96
611184,270,97
611194,270,95
611204,270,96
611214,270,96
611224,270,95
611234,270,98
611244,270,98
611254,270,99
611264,270,99
611274,270,99
611284,270,99
611294,270,99
611304,270,98
611314,270,98
611324,270,98
611334,270,98
611344,270,98
611354,270,98
611364,270,135
611374,270,103
611384,270,155
611394,270,147
611404,270,178
611414,270,176
611424,270,192
611434,270,191
611444,270,201
611454,270,217
611464,270,219
611474,270,217
611484,270,223
611494,270,226
611504,270,225
611514,270,227
611524,270,235
611534,270,236
611544,270,241
611554,270,241
611564,270,244
611574,270,243
611584,270,248
611594,270,244
611604,270,252
611614,270,257
611624,270,251
611634,270,258
611644,270,258
611654,250,263
611664,250,259
611674,250,263
611684,250,268
611694,250,270
611704,250,269
611714,250,267
611724,250,269
611734,250,270
611744,250,268
611754,250,268
611764,250,268
611774,250,264
611784,250,260
611794,250,256
611804,250,245
611814,250,240
611824,250,236
611834,250,234
611844,250,220
611854,250,218
611864,250,210
611874,250,212
611884,250,206
611894,250,210
611904,250,210
611914,250,212
611924,250,213
611934,250,212
611944,250,213
611954,250,212
611964,250,213
611974,250,212
611984,250,212
611994,250,212
612004,250,213
612014,250,212
612024,250,212
612034,250,212
612044,250,212
612054,250,212
612064,250,212
612074,250,212
612084,250,212
612094,250,212
612104,250,213
612114,250,213
612124,250,213
612134,250,213
612144,250,212
612154,250,212
612164,250,212
612174,250,212
612184,100,212
612194,100,212
612204,100,212
612214,100,212
612224,100,212
612234,100,212
612244,100,212
612254,100,213
612264,100,212
612274,100,212
612284,100,212
612294,100,212
612304,100,211
612314,100,212
612324,100,212
612334,100,212
612344,100,212
612354,100,212
612364,100,212
612374,100,191
612384,100,186
612394,100,168
612404,100,162
612414,100,155
612424,100,151
612434,100,144
612444,100,144
612454,100,141
612464,100,141
612474,100,138
612484,100,139
612494,100,139
612504,100,140
612514,100,142
612524,100,142
612534,100,141
612544,100,142
612554,100,140
612564,100,141
612574,100,139
612584,100,137
612594,100,136
612604,100,134
612614,100,135
612624,100,134
612634,100,134
612644,100,134
612654,100,133
612664,100,132
612674,100,132
612684,100,131
612694,100,131
612704,100,129
612714,100,129
612724,100,130
612734,100,127
612744,100,127
612754,100,127
612764,100,126
612774,100,127
612784,100,125
612794,100,125
612804,100,125
612814,100,125
612824,100,123
612834,100,124
612844,100,121
612854,100,121
612864,100,121
612874,100,120
612884,100,121
612894,100,120
612904,100,119
612914,100,119
612924,100,119
612934,100,118
612944,100,119
612954,100,117
612964,100,116
612974,100,116
612984,100,115
612994,100,116
613004,100,115
613014,100,116
613024,100,116
613034,100,116
613044,100,114
613054,100,113
613064,100,114
613074,100,114
613084,100,112
613094,100,112
613104,100,112
613114,100,112
613124,100,111
613134,100,112
613144,100,111
613154,100,111
613164,100,111
613174,100,110
613184,100,109
613194,100,110
613204,100,108
613214,100,107
613224,100,108
613234,100,106
613244,100,109
613254,100,107
613264,100,107
613274,100,108
613284,100,105
613294,100,108
613304,100,104
613314,100,107
613324,100,104
613334,100,106
613344,100,105
613354,100,105
613364,100,105
613374,100,105
613384,100,103
613394,100,103
613404,100,103
613414,100,103
613424,100,103
613434,100,103
613444,100,100
613454,100,102
613464,100,100
613474,100,102
613484,100,100
613494,100,101
613504,100,101
613514,100,101
613524,100,101
613534,100,100
613544,100,100
613554,100,99
613564,100,99
613574,100,99
613584,100,99
613594,100,98
613604,100,99
613614,100,98
613624,100,100
613634,100,98
613644,100,99
613654,100,98
613664,100,98
613674,100,98
613684,100,98
613694,100,98
613704,100,97
613714,100,97
613724,100,97
613734,100,98
613744,100,97
613754,100,96
613764,100,96
613774,100,97
613784,100,95
613794,100,96
613804,100,95
613814,100,96
613824,100,95
613834,100,96
613844,100,96
613854,100,96
613864,100,97
613874,100,97
613884,100,97
613894,100,97
613904,100,97
613914,100,95
613924,100,97
613934,100,96
613944,100,96
613954,100,96
613964,100,95
613974,100,97
613984,100,95
613994,100,95
614004,100,94
614014,100,95
614024,100,95
614034,100,95
614044,100,97
614054,100,96
614064,100,96
614074,100,97
614084,100,96
614094,100,96
614104,100,96
614114,100,96
614124,100,97
614134,100,97
614144,100,96
614154,100,95
614164,100,95
614174,100,95
614184,270,95
614194,270,95
614204,270,96
614214,270,96
614224,270,97
614234,270,98
614244,270,98
614254,270,98
614264,270,98
614274,270,98
614284,270,98
614294,270,98
614304,270,98
614314,270,98
614324,270,98
614334,270,98
614344,270,98
614354,270,97
614364,270,132
614374,270,106
614384,270,153
614394,270,146
614404,270,170
614414,270,175
614424,270,179
614434,270,195
614444,270,191
614454,270,197
614464,270,210
614474,270,205
614484,270,209
614494,270,220
614504,270,210
614514,270,225
614524,270,216
614534,270,225
614544,270,229
614554,270,221
614564,270,220
614574,270,238
614584,270,224
614594,270,238
614604,270,233
614614,270,245
614624,270,239
614634,270,239
614644,270,245
614654,270,254
614664,270,247
614674,270,249
614684,270,250
614694,270,252
614704,270,258
614714,270,259
614724,250,263
614734,250,266
614744,250,266
614754,250,265
614764,250,266
614774,250,274
614784,250,262
614794,250,277
614804,250,276
614814,250,275
614824,250,273
614834,250,270
614844,250,267
614854,250,270
614864,250,263
614874,250,251
614884,250,255
614894,250,240
614904,250,241
614914,250,228
614924,250,225
614934,250,220
614944,250,222
614954,250,220
614964,250,220
614974,250,224
614984,250,222
614994,250,227
615004,250,224
615014,250,228
615024,250,227
615034,250,229
615044,250,229
615054,250,229
615064,250,229
615074,250,230
615084,250,230
615094,250,232
615104,250,232
615114,250,232
615124,250,233
615134,250,233
615144,250,232
615154,250,232
615164,250,234
615174,250,233
615184,100,232
615194,100,233
615204,100,232
615214,100,232
615224,100,232
615234,100,233
615244,100,233
615254,100,232
615264,100,232
615274,100,233
615284,100,232
615294,100,233
615304,100,232
615314,100,232
615324,100,232
615334,100,233
615344,100,232
615354,100,233
615364,100,230
615374,100,210
615384,100,204
615394,100,189
615404,100,182
615414,100,171
615424,100,167
615434,100,161
615444,100,156
615454,100,155
615464,100,153
615474,100,152
615484,100,151
615494,100,153
615504,100,151
615514,100,152
615524,100,154
615534,100,152
615544,100,150
615554,100,151
615564,100,148
615574,100,148
615584,100,148
615594,100,145
615604,100,146
615614,100,143
615624,100,143
615634,100,141
615644,100,140
615654,100,142
615664,100,139
615674,100,141
615684,100,139
615694,100,138
615704,100,136
615714,100,135
615724,100,135
615734,100,134
615744,100,135
615754,100,132
615764,100,134
615774,100,132
615784,100,133
615794,100,130
615804,100,130
615814,100,130
615824,100,128
615834,100,128
615844,100,127
615854,100,127
615864,100,127
615874,100,125
615884,100,127
615894,100,125
615904,100,126
615914,100,125
615924,100,123
615934,100,123
615944,100,123
615954,100,122
615964,100,122
615974,100,123
615984,100,120
615994,100,121
616004,100,121
616014,100,120
616024,100,120
616034,100,119
616044,100,118
616054,100,118
616064,100,118
616074,100,118
616084,100,117
616094,100,116
616104,100,118
616114,100,116
616124,100,116
616134,100,116
616144,100,113
616154,100,113
616164,100,112
616174,100,113
616184,100,112
616194,100,112
616204,100,112
616214,100,112
616224,100,112
616234,100,112
616244,100,111
616254,100,112
616264,100,110
616274,100,111
616284,100,110
616294,100,109
616304,100,110
616314,100,108
616324,100,107
616334,100,109
616344,100,107
616354,100,108
616364,100,108
616374,100,106
616384,100,109
616394,100,105
616404,100,107
616414,100,105
616424,100,105
616434,100,105
616444,100,104
616454,100,105
616464,100,104
616474,100,105
616484,100,103
616494,100,103
616504,100,104
616514,100,103
616524,100,104
616534,100,102
616544,100,103
616554,100,102
616564,100,104
616574,100,102
616584,100,103
616594,100,101
616604,100,102
616614,100,102
616624,100,100
616634,100,101
616644,100,100
616654,100,99
616664,100,100
616674,100,99
616684,100,100
616694,100,99
616704,100,99
616714,100,98
616724,100,99
616734,100,99
616744,100,98
616754,100,99
616764,100,99
616774,100,98
616784,100,98
616794,100,98
616804,100,97
616814,100,98
616824,100,98
616834,100,96
616844,100,98
616854,100,97
616864,100,98
616874,100,98
616884,100,96
616894,100,97
616904,100,94
616914,100,97
616924,100,94
616934,100,96
616944,100,96
616954,100,96
616964,100,96
616974,100,95
616984,100,96
616994,100,95
617004,100,97
617014,100,97
617024,100,97
617034,100,97
617044,100,97
617054,100,97
617064,100,95
617074,100,97
617084,100,96
617094,100,96
617104,100,96
617114,100,96
617124,100,95
617134,100,95
617144,100,95
617154,100,95
617164,100,95
617174,100,96
617184,270,94
617194,270,96
617204,270,95
617214,270,96
617224,270,96
617234,270,98
617244,270,98
617254,270,99
617264,270,99
617274,270,98
617284,270,99
617294,270,100
617304,270,99
617314,270,98
617324,270,98
617334,270,98
617344,270,98
617354,270,99
617364,270,127
617374,270,105
617384,270,155
617394,270,153
617404,270,180
617414,270,181
617424,270,191
617434,270,198
617444,270,206
617454,270,209
617464,270,214
617474,270,227
617484,270,223
617494,270,224
617504,270,227
617514,270,239
617524,270,237
617534,270,227
617544,270,242
617554,270,242
617564,270,246
617574,270,240
617584,270,253
617594,270,248
617604,270,249
617614,270,255
617624,270,249
617634,270,257
617644,250,262
617654,250,258
617664,250,263
617674,250,254
617684,250,269
617694,250,258
617704,250,275
617714,250,252
617724,250,276
617734,250,265
617744,250,270
617754,250,261
617764,250,265
617774,250,263
617784,250,251
617794,250,256
617804,250,247
617814,250,236
617824,250,234
617834,250,220
617844,250,215
617854,250,211
617864,250,209
617874,250,205
617884,250,207
617894,250,207
617904,250,209
617914,250,212
617924,250,210
617934,250,212
617944,250,210
617954,250,212
617964,250,211
617974,250,211
617984,250,211
617994,250,210
618004,250,210
618014,250,211
618024,250,211
618034,250,210
618044,250,210
618054,250,211
618064,250,211
618074,250,212
618084,250,212
618094,250,211
618104,250,210
618114,250,212
618124,250,211
618134,250,211
618144,250,210
618154,250,211
618164,250,211
618174,250,210
618184,100,210
618194,100,211
618204,100,210
618214,100,210
618224,100,211
618234,100,210
618244,100,210
618254,100,211
618264,100,210
618274,100,210
618284,100,210
618294,100,210
618304,100,210
618314,100,210
618324,100,209
618334,100,211
618344,100,210
618354,100,210
618364,100,208
618374,100,189
618384,100,184
618394,100,166
618404,100,162
618414,100,152
618424,100,151
618434,100,143
618444,100,142
618454,100,140
618464,100,138
618474,100,139
618484,100,139
618494,100,139
618504,100,141
618514,100,142
618524,100,141
618534,100,141
618544,100,141
618554,100,141
618564,100,139
618574,100,138
618584,100,136
618594,100,135
618604,100,135
618614,100,133
618624,100,135
618634,100,132
618644,100,134
618654,100,132
618664,100,133
618674,100,129
618684,100,130
618694,100,130
618704,100,128
618714,100,129
618724,100,127
618734,100,128
618744,100,127
618754,100,126
618764,100,126
618774,100,125
618784,100,126
618794,100,125
618804,100,125
618814,100,125
618824,100,123
618834,100,122
618844,100,120
618854,100,121
618864,100,119
618874,100,120
618884,100,121
618894,100,119
618904,100,119
618914,100,120
618924,100,118
618934,100,119
618944,100,117
618954,100,117
618964,100,115
618974,100,116
618984,100,115
618994,100,114
619004,100,114
619014,100,115
619024,100,116
619034,100,114
619044,100,115
619054,100,113
619064,100,115
619074,100,113
619084,100,112
619094,100,111
619104,100,111
619114,100,111
619124,100,111
619134,100,112
619144,100,111
619154,100,111
619164,100,110
619174,100,108
619184,100,108
619194,100,108
619204,100,106
619214,100,106
619224,100,108
619234,100,106
619244,100,108
619254,100,107
619264,100,108
619274,100,107
619284,100,107
619294,100,106
619304,100,105
619314,100,106
619324,100,105
619334,100,106
619344,100,105
619354,100,105
619364,100,104
619374,100,102
619384,100,101
619394,100,98
619404,100,98
619414,100,96
619424,100,97
619434,100,96
619444,100,95
619454,100,95
619464,100,94
619474,100,92
619484,100,93
619494,100,91
619504,100,93
619514,100,92
619524,100,92
619534,100,91
619544,100,92
619554,100,91
619564,100,91
619574,100,92
619584,100,93
619594,100,92
619604,100,92
619614,100,93
619624,100,93
619634,100,93
619644,100,92
619654,100,92
619664,100,93
619674,100,93
619684,100,93
619694,100,93
619704,100,94
619714,100,94
619724,100,95
619734,100,94
619744,100,94
619754,100,94
619764,100,95
619774,100,96
619784,100,97
619794,100,97
619804,100,98
619814,100,97
619824,100,98
619834,100,98
619844,100,98
619854,100,98
619864,100,99
619874,100,99
619884,100,99
619894,100,100
619904,100,100
619914,100,101
619924,100,101
619934,100,102
619944,100,103
619954,100,103
619964,100,103
619974,100,105
619984,100,105
619994,100,105
620004,100,105
620014,100,105
620024,100,106
620034,100,106
620044,100,106
620054,100,106
620064,100,106
620074,100,106
620084,100,106
620094,100,106
620104,100,107
620114,100,107
620124,100,107
620134,100,105
620144,100,105
620154,100,105
620164,100,104
620174,100,105
620184,270,104
620194,270,105
620204,270,104
620214,270,105
620224,270,105
620234,270,106
620244,270,106
620254,270,110
620264,270,110
620274,270,110
620284,270,110
620294,270,111
620304,270,111
620314,270,109
620324,270,110
620334,270,109
620344,270,109
620354,270,109
620364,270,119
620374,270,136
620384,270,146
620394,270,164
620404,270,185
620414,270,181
620424,270,200
620434,270,200
620444,270,208
620454,270,218
620464,270,221
620474,270,229
620484,270,234
620494,270,232
620504,270,231
620514,270,241
620524,270,241
620534,270,240
620544,270,238
620554,270,258
620564,270,243
620574,270,257
620584,270,252
620594,270,251
620604,270,255
620614,250,262
620624,250,256
620634,250,258
620644,250,266
620654,250,268
620664,250,262
620674,250,271
620684,250,270
620694,250,271
620704,250,274
620714,250,263
620724,250,267
620734,250,272
620744,250,262
620754,250,264
620764,250,250
620774,250,245
620784,250,234
620794,250,235
620804,250,220
620814,250,212
620824,250,210
620834,250,209
620844,250,205
620854,250,208
620864,250,210
620874,250,209
620884,250,212
620894,250,210
620904,250,212
620914,250,211
620924,250,211
620934,250,211
620944,250,212
620954,250,211
620964,250,212
620974,250,211
620984,250,212
620994,250,212
621004,250,211
621014,250,211
621024,250,211
621034,250,211
621044,250,211
621054,250,211
621064,250,211
621074,250,212
621084,250,211
621094,250,212
621104,250,211
621114,250,211
621124,250,212
621134,250,211
621144,250,212
621154,250,212
621164,250,212
621174,250,211
621184,100,209
621194,100,211
621204,100,211
621214,100,212
621224,100,211
621234,100,211
621244,100,212
621254,100,211
621264,100,210
621274,100,211
621284,100,211
621294,100,211
621304,100,211
621314,100,211
621324,100,210
621334,100,211
621344,100,210
621354,100,211
621364,100,208
621374,100,190
621384,100,183
621394,100,165
621404,100,162
621414,100,151
621424,100,151
621434,100,142
621444,100,145
621454,100,139
621464,100,141
621474,100,139
621484,100,139
621494,100,141
621504,100,141
621514,100,142
621524,100,142
621534,100,144
621544,100,139
621554,100,142
621564,100,137
621574,100,139
621584,100,135
621594,100,137
621604,100,134
621614,100,135
621624,100,132
621634,100,134
621644,100,132
621654,100,133
621664,100,132
621674,100,132
621684,100,131
621694,100,131
621704,100,129
621714,100,128
621724,100,128
621734,100,127
621744,100,127
621754,100,126
621764,100,127
621774,100,126
621784,100,125
621794,100,126
621804,100,124
621814,100,122
621824,100,123
621834,100,121
621844,100,122
621854,100,121
621864,100,121
621874,100,120
621884,100,120
621894,100,120
621904,100,120
621914,100,119
621924,100,119
621934,100,119
621944,100,118
621954,100,118
621964,100,116
621974,100,116
621984,100,116
621994,100,114
622004,100,116
622014,100,115
622024,100,116
622034,100,114
622044,100,113
622054,100,115
622064,100,113
622074,100,112
622084,100,112
622094,100,112
622104,100,112
622114,100,111
622124,100,112
622134,100,109
622144,100,112
622154,100,111
622164,100,110
622174,100,109
622184,100,110
622194,100,108
622204,100,109
622214,100,109
622224,100,106
622234,100,110
622244,100,107
622254,100,108
622264,100,107
622274,100,106
622284,100,106
622294,100,105
622304,100,106
622314,100,104
622324,100,106
622334,100,103
622344,100,105
622354,100,104
622364,100,105
622374,100,104
622384,100,104
622394,100,103
622404,100,103
622414,100,103
622424,100,103
622434,100,103
622444,100,102
622454,100,102
622464,100,101
622474,100,102
622484,100,101
622494,100,102
622504,100,100
622514,100,102
622524,100,101
622534,100,100
622544,100,100
622554,100,99
622564,100,99
622574,100,100
622584,100,99
622594,100,99
622604,100,99
622614,100,99
622624,100,98
622634,100,98
622644,100,98
622654,100,98
622664,100,99
622674,100,98
622684,100,98
622694,100,98
622704,100,98
622714,100,97
622724,100,98
622734,100,97
622744,100,97
622754,100,97
622764,100,96
622774,100,96
622784,100,96
622794,100,97
622804,100,95
622814,100,94
622824,100,94
622834,100,94
622844,100,96
622854,100,95
622864,100,98
622874,100,96
622884,100,98
622894,100,96
622904,100,97
622914,100,97
622924,100,97
622934,100,96
622944,100,96
622954,100,96
622964,100,96
622974,100,96
622984,100,96
622994,100,96
623004,100,95
623014,100,95
623024,100,95
623034,100,95
623044,100,95
623054,100,96
623064,100,96
623074,100,96
623084,100,96
623094,100,96
623104,100,96
623114,100,96
623124,100,96
623134,100,95
623144,100,96
623154,100,96
623164,100,97
623174,100,97
623184,270,97
623194,270,97
623204,270,95
623214,270,97
623224,270,98
623234,270,97
623244,270,98
623254,270,98
623264,270,98
623274,270,98
623284,270,98
623294,270,98
623304,270,98
623314,270,98
623324,270,98
623334,270,98
623344,270,98
623354,270,98
623364,270,129
623374,270,105
623384,270,151
623394,270,153
623404,270,175
623414,270,178
623424,270,193
623434,270,198
623444,270,205
623454,270,212
623464,270,212
623474,270,219
623484,270,219
623494,270,228
623504,270,231
623514,270,230
623524,270,234
623534,270,241
623544,270,231
623554,270,238
623564,270,246
623574,270,231
623584,270,248
623594,270,245
623604,270,247
623614,270,247
623624,270,258
623634,270,256
623644,270,253
623654,250,263
623664,250,261
623674,250,260
623684,250,271
623694,250,273
623704,250,267
623714,250,272
623724,250,268
623734,250,277
623744,250,267
623754,250,267
623764,250,269
623774,250,261
623784,250,264
623794,250,256
623804,250,250
623814,250,246
623824,250,234
623834,250,232
623844,250,220
623854,250,214
623864,250,210
623874,250,212
623884,250,208
623894,250,210
623904,250,209
623914,250,211
623924,250,212
623934,250,212
623944,250,213
623954,250,212
623964,250,213
623974,250,214
623984,250,213
623994,250,213
624004,250,212
624014,250,211
624024,250,212
624034,250,212
624044,250,212
624054,250,213
624064,250,212
624074,250,212
624084,250,213
624094,250,212
624104,250,212
624114,250,212
624124,250,212
624134,250,213
624144,250,212
624154,250,212
624164,250,213
624174,250,212
624184,100,212
624194,100,212
624204,100,212
624214,100,212
624224,100,212
624234,100,212
624244,100,212
624254,100,212
624264,100,212
624274,100,212
624284,100,212
624294,100,212
624304,100,212
624314,100,212
624324,100,212
624334,100,212
624344,100,212
624354,100,212
624364,100,211
624374,100,191
624384,100,181
624394,100,166
624404,100,155
624414,100,150
624424,100,144
624434,100,140
624444,100,136
624454,100,135
624464,100,132
624474,100,132
624484,100,131
624494,100,130
624504,100,133
624514,100,133
624524,100,134
624534,100,134
624544,100,134
624554,100,133
624564,100,130
624574,100,131
624584,100,129
624594,100,129
624604,100,127
624614,100,127
624624,100,127
624634,100,126
624644,100,126
624654,100,127
624664,100,125
624674,100,125
624684,100,125
624694,100,124
624704,100,122
624714,100,123
624724,100,121
624734,100,121
624744,100,121
624754,100,122
624764,100,122
624774,100,120
624784,100,120
624794,100,121
624804,100,120
624814,100,120
624824,100,120
624834,100,119
624844,100,120
624854,100,119
624864,100,120
624874,100,119
624884,100,119
624894,100,119
624904,100,119
624914,100,119
624924,100,119
624934,100,117
624944,100,118
624954,100,117
624964,100,118
624974,100,117
624984,100,118
624994,100,117
625004,100,118
625014,100,118
625024,100,119
625034,100,118
625044,100,118
625054,100,118
625064,100,118
625074,100,117
625084,100,117
625094,100,116
625104,100,117
625114,100,117
625124,100,116
625134,100,116
625144,100,114
625154,100,114
625164,100,112
625174,100,113
625184,100,112
625194,100,112
625204,100,113
625214,100,113
625224,100,112
625234,100,112
625244,100,112
625254,100,111
625264,100,111
625274,100,109
625284,100,109
625294,100,109
625304,100,108
625314,100,108
625324,100,108
625334,100,107
625344,100,108
625354,100,108
625364,100,107
625374,100,109
625384,100,106
625394,100,108
625404,100,107
625414,100,106
625424,100,106
625434,100,105
625444,100,106
625454,100,104
625464,100,106
625474,100,104
625484,100,106
625494,100,103
625504,100,105
625514,100,104
625524,100,103
625534,100,102
625544,100,102
625554,100,102
625564,100,101
625574,100,102
625584,100,101
625594,100,102
625604,100,101
625614,100,102
625624,100,102
625634,100,102
