Rythme machine : 20 respiration / min
Rythme inspiration spontanée : 12 respiration / min

temps (ms), commande pression (mmH2O), pression mesurée(mmH2O)
466368,100,105
466378,100,108
466388,100,105
466398,100,106
466408,100,105
466418,100,105
466428,100,104
466438,100,105
466448,100,105
466458,100,105
466468,100,105
466478,100,104
466488,100,102
466498,100,104
466508,100,102
466518,100,104
466528,100,102
466538,100,103
466548,100,101
466558,100,102
466568,100,102
466578,100,102
466588,100,102
466598,100,101
466608,100,101
466618,100,100
466628,100,100
466638,100,100
466648,100,99
466658,100,100
466668,100,99
466678,100,100
466688,100,100
466698,100,99
466708,100,100
466718,100,99
466728,100,99
466738,100,98
466748,100,99
466758,100,98
466768,100,98
466778,100,98
466788,100,97
466798,100,98
466808,100,98
466818,100,98
466828,100,98
466838,100,97
466848,100,98
466858,100,98
466868,100,96
466878,100,96
466888,100,96
466898,100,97
466908,100,96
466918,100,96
466928,100,96
466938,100,95
466948,100,96
466958,100,96
466968,100,97
466978,100,95
466988,100,97
466998,100,97
467008,100,96
467018,100,95
467028,100,96
467038,100,96
467048,100,96
467058,100,97
467068,100,95
467078,100,96
467088,100,95
467098,100,96
467108,100,95
467118,100,96
467128,100,96
467138,100,97
467148,100,96
467158,100,95
467168,100,96
467178,270,95
467188,270,96
467198,270,95
467208,270,96
467218,270,96
467228,270,98
467238,270,99
467248,270,99
467258,270,99
467268,270,99
467278,270,99
467288,270,98
467298,270,98
467308,270,98
467318,270,99
467328,270,98
467338,270,98
467348,270,103
467358,270,121
467368,270,134
467378,270,146
467388,270,174
467398,270,171
467408,270,194
467418,270,194
467428,270,205
467438,270,201
467448,270,212
467458,270,214
467468,270,225
467478,270,225
467488,270,231
467498,270,236
467508,270,229
467518,270,242
467528,270,239
467538,270,243
467548,270,250
467558,270,243
467568,270,247
467578,270,249
467588,270,243
467598,270,257
467608,270,250
467618,270,258
467628,270,259
467638,250,269
467648,250,255
467658,250,266
467668,250,270
467678,250,270
467688,250,273
467698,250,265
467708,250,276
467718,250,270
467728,250,270
467738,250,265
467748,250,268
467758,250,265
467768,250,255
467778,250,259
467788,250,248
467798,250,241
467808,250,235
467818,250,226
467828,250,218
467838,250,212
467848,250,212
467858,250,208
467868,250,210
467878,250,207
467888,250,212
467898,250,210
467908,250,214
467918,250,212
467928,250,213
467938,250,213
467948,250,213
467958,250,212
467968,250,212
467978,250,213
467988,250,212
467998,250,212
468008,250,212
468018,250,212
468028,250,213
468038,250,212
468048,250,212
468058,250,212
468068,250,212
468078,250,212
468088,250,212
468098,250,213
468108,250,212
468118,250,212
468128,250,212
468138,250,212
468148,250,213
468158,250,212
468168,250,212
468178,100,212
468188,100,212
468198,100,212
468208,100,213
468218,100,213
468228,100,212
468238,100,213
468248,100,212
468258,100,212
468268,100,212
468278,100,212
468288,100,212
468298,100,212
468308,100,212
468318,100,212
468328,100,212
468338,100,212
468348,100,212
468358,100,202
468368,100,188
468378,100,183
468388,100,162
468398,100,164
468408,100,151
468418,100,151
468428,100,143
468438,100,144
468448,100,141
468458,100,141
468468,100,140
468478,100,141
468488,100,141
468498,100,142
468508,100,143
468518,100,143
468528,100,141
468538,100,141
468548,100,140
468558,100,139
468568,100,139
468578,100,137
468588,100,137
468598,100,136
468608,100,136
468618,100,134
468628,100,135
468638,100,132
468648,100,134
468658,100,131
468668,100,131
468678,100,130
468688,100,131
468698,100,130
468708,100,129
468718,100,130
468728,100,127
468738,100,128
468748,100,126
468758,100,126
468768,100,127
468778,100,125
468788,100,126
468798,100,126
468808,100,123
468818,100,124
468828,100,123
468838,100,122
468848,100,122
468858,100,122
468868,100,120
468878,100,120
468888,100,121
468898,100,119
468908,100,120
468918,100,119
468928,100,118
468938,100,118
468948,100,119
468958,100,118
468968,100,117
468978,100,116
468988,100,116
468998,100,114
469008,100,114
469018,100,115
469028,100,115
469038,100,116
469048,100,114
469058,100,115
469068,100,113
469078,100,113
469088,100,112
469098,100,112
469108,100,111
469118,100,110
469128,100,111
469138,100,112
469148,100,111
469158,100,112
469168,100,112
469178,100,109
469188,100,110
469198,100,108
469208,100,109
469218,100,108
469228,100,106
469238,100,108
469248,100,106
469258,100,107
469268,100,108
469278,100,105
469288,100,108
469298,100,105
469308,100,107
469318,100,105
469328,100,106
469338,100,104
469348,100,105
469358,100,104
469368,100,104
469378,100,103
469388,100,101
469398,100,99
469408,100,98
469418,100,98
469428,100,97
469438,100,97
469448,100,96
469458,100,95
469468,100,95
469478,100,93
469488,100,94
469498,100,93
469508,100,92
469518,100,92
469528,100,92
469538,100,93
469548,100,91
469558,100,92
469568,100,91
469578,100,91
469588,100,92
469598,100,91
469608,100,92
469618,100,92
469628,100,93
469638,100,93
469648,100,93
469658,100,93
469668,100,92
469678,100,93
469688,100,93
469698,100,95
469708,100,95
469718,100,95
469728,100,95
469738,100,95
469748,100,95
469758,100,95
469768,100,95
469778,100,94
469788,100,96
469798,100,96
469808,100,97
469818,100,98
469828,100,98
469838,100,98
469848,100,98
469858,100,98
469868,100,98
469878,100,98
469888,100,99
469898,100,100
469908,100,100
469918,100,101
469928,100,102
469938,100,102
469948,100,103
469958,100,103
469968,100,103
469978,100,104
469988,100,105
469998,100,105
470008,100,105
470018,100,104
470028,100,105
470038,100,105
470048,100,106
470058,100,106
470068,100,107
470078,100,107
470088,100,107
470098,100,106
470108,100,106
470118,100,105
470128,100,106
470138,100,105
470148,100,105
470158,100,105
470168,100,105
470178,270,106
470188,270,105
470198,270,105
470208,270,105
470218,270,105
470228,270,105
470238,270,108
470248,270,111
470258,270,110
470268,270,111
470278,270,111
470288,270,111
470298,270,110
470308,270,109
470318,270,109
470328,270,108
470338,270,109
470348,270,112
470358,270,131
470368,270,145
470378,270,148
470388,270,185
470398,270,177
470408,270,198
470418,270,201
470428,270,207
470438,270,220
470448,270,225
470458,270,227
470468,270,233
470478,270,233
470488,270,231
470498,270,235
470508,270,240
470518,270,243
470528,270,245
470538,270,255
470548,270,251
470558,270,257
470568,270,258
470578,270,255
470588,250,265
470598,250,259
470608,250,266
470618,250,267
470628,250,263
470638,250,272
470648,250,267
470658,250,271
470668,250,264
470678,250,277
470688,250,263
470698,250,273
470708,250,265
470718,250,263
470728,250,255
470738,250,244
470748,250,239
470758,250,235
470768,250,222
470778,250,220
470788,250,206
470798,250,210
470808,250,204
470818,250,205
470828,250,205
470838,250,208
470848,250,207
470858,250,211
470868,250,208
470878,250,210
470888,250,210
470898,250,209
470908,250,210
470918,250,209
470928,250,208
470938,250,209
470948,250,208
470958,250,208
470968,250,208
470978,250,209
470988,250,209
470998,250,209
471008,250,209
471018,250,209
471028,250,209
471038,250,209
471048,250,209
471058,250,208
471068,250,209
471078,250,209
471088,250,208
471098,250,208
471108,250,209
471118,250,209
471128,250,209
471138,250,210
471148,250,209
471158,250,209
471168,250,209
471178,100,209
471188,100,209
471198,100,208
471208,100,210
471218,100,210
471228,100,209
471238,100,209
471248,100,209
471258,100,208
471268,100,209
471278,100,208
471288,100,209
471298,100,207
471308,100,208
471318,100,209
471328,100,209
471338,100,208
471348,100,208
471358,100,205
471368,100,184
471378,100,181
471388,100,159
471398,100,162
471408,100,147
471418,100,149
471428,100,141
471438,100,143
471448,100,140
471458,100,140
471468,100,141
471478,100,140
471488,100,142
471498,100,141
471508,100,141
471518,100,142
471528,100,141
471538,100,141
471548,100,139
471558,100,138
471568,100,137
471578,100,134
471588,100,136
471598,100,133
471608,100,134
471618,100,133
471628,100,134
471638,100,132
471648,100,134
471658,100,132
471668,100,131
471678,100,132
471688,100,129
471698,100,129
471708,100,127
471718,100,127
471728,100,127
471738,100,126
471748,100,126
471758,100,125
471768,100,126
471778,100,126
471788,100,125
471798,100,125
471808,100,124
471818,100,121
471828,100,122
471838,100,120
471848,100,120
471858,100,119
471868,100,120
471878,100,120
471888,100,120
471898,100,120
471908,100,120
471918,100,119
471928,100,119
471938,100,117
471948,100,116
471958,100,114
471968,100,115
471978,100,114
471988,100,115
471998,100,116
472008,100,116
472018,100,116
472028,100,114
472038,100,115
472048,100,113
472058,100,112
472068,100,112
472078,100,112
472088,100,111
472098,100,111
472108,100,111
472118,100,112
472128,100,110
472138,100,111
472148,100,110
472158,100,109
472168,100,110
472178,100,108
472188,100,107
472198,100,108
472208,100,107
472218,100,109
472228,100,107
472238,100,109
472248,100,108
472258,100,105
472268,100,108
472278,100,105
472288,100,106
472298,100,104
472308,100,106
472318,100,105
472328,100,105
472338,100,105
472348,100,105
472358,100,104
472368,100,104
472378,100,103
472388,100,103
472398,100,103
472408,100,104
472418,100,102
472428,100,102
472438,100,102
472448,100,101
472458,100,102
472468,100,102
472478,100,102
472488,100,101
472498,100,100
472508,100,101
472518,100,100
472528,100,100
472538,100,99
472548,100,98
472558,100,100
472568,100,98
472578,100,100
472588,100,101
472598,100,99
472608,100,98
472618,100,99
472628,100,98
472638,100,98
472648,100,98
472658,100,98
472668,100,98
472678,100,98
472688,100,97
472698,100,98
472708,100,97
472718,100,98
472728,100,98
472738,100,96
472748,100,97
472758,100,95
472768,100,97
472778,100,96
472788,100,96
472798,100,97
472808,100,95
472818,100,96
472828,100,94
472838,100,95
472848,100,94
472858,100,97
472868,100,96
472878,100,97
472888,100,97
472898,100,97
472908,100,98
472918,100,96
472928,100,95
472938,100,95
472948,100,95
472958,100,94
472968,100,95
472978,100,96
472988,100,96
472998,100,97
473008,100,96
473018,100,97
473028,100,96
473038,100,95
473048,100,95
473058,100,95
473068,100,94
473078,100,95
473088,100,95
473098,100,95
473108,100,96
473118,100,96
473128,100,96
473138,100,97
473148,100,96
473158,100,96
473168,100,95
473178,270,96
473188,270,95
473198,270,96
473208,270,96
473218,270,98
473228,270,98
473238,270,99
473248,270,98
473258,270,98
473268,270,98
473278,270,98
473288,270,97
473298,270,98
473308,270,98
473318,270,98
473328,270,98
473338,270,98
473348,270,104
473358,270,120
473368,270,132
473378,270,142
473388,270,175
473398,270,165
473408,270,190
473418,270,184
473428,270,202
473438,270,205
473448,270,212
473458,270,220
473468,270,222
473478,270,223
473488,270,229
473498,270,234
473508,270,234
473518,270,233
473528,270,240
473538,270,228
473548,270,241
473558,270,250
473568,270,246
473578,270,251
473588,270,256
473598,270,248
473608,270,247
473618,270,259
473628,250,263
473638,250,264
473648,250,270
473658,250,265
473668,250,266
473678,250,275
473688,250,268
473698,250,276
473708,250,263
473718,250,276
473728,250,258
473738,250,274
473748,250,261
473758,250,255
473768,250,257
473778,250,241
473788,250,241
473798,250,227
473808,250,222
473818,250,218
473828,250,208
473838,250,209
473848,250,206
473858,250,207
473868,250,205
473878,250,209
473888,250,208
473898,250,210
473908,250,209
473918,250,211
473928,250,208
473938,250,211
473948,250,208
473958,250,210
473968,250,210
473978,250,209
473988,250,210
473998,250,209
474008,250,209
474018,250,211
474028,250,209
474038,250,211
474048,250,210
474058,250,210
474068,250,210
474078,250,210
474088,250,211
474098,250,210
474108,250,210
474118,250,210
474128,250,210
474138,250,210
474148,250,210
474158,250,211
474168,250,210
474178,100,210
474188,100,209
474198,100,210
474208,100,210
474218,100,209
474228,100,210
474238,100,209
474248,100,209
474258,100,210
474268,100,209
474278,100,209
474288,100,209
474298,100,209
474308,100,208
474318,100,209
474328,100,209
474338,100,209
474348,100,209
474358,100,200
474368,100,184
474378,100,179
474388,100,157
474398,100,157
474408,100,143
474418,100,144
474428,100,136
474438,100,135
474448,100,132
474458,100,133
474468,100,130
474478,100,133
474488,100,132
474498,100,134
474508,100,134
474518,100,133
474528,100,134
474538,100,130
474548,100,132
474558,100,128
474568,100,130
474578,100,127
474588,100,127
474598,100,127
474608,100,126
474618,100,126
474628,100,125
474638,100,125
474648,100,125
474658,100,124
474668,100,124
474678,100,124
474688,100,123
474698,100,122
474708,100,122
474718,100,121
474728,100,122
474738,100,121
474748,100,121
474758,100,120
474768,100,120
474778,100,119
474788,100,120
474798,100,120
474808,100,119
474818,100,119
474828,100,119
474838,100,119
474848,100,119
474858,100,117
474868,100,117
474878,100,117
474888,100,117
474898,100,118
474908,100,118
474918,100,117
474928,100,118
474938,100,118
474948,100,116
474958,100,118
474968,100,117
474978,100,116
474988,100,116
474998,100,116
475008,100,118
475018,100,117
475028,100,117
475038,100,117
475048,100,117
475058,100,117
475068,100,116
475078,100,116
475088,100,116
475098,100,116
475108,100,115
475118,100,117
475128,100,116
475138,100,114
475148,100,114
475158,100,114
475168,100,113
475178,100,112
475188,100,112
475198,100,112
475208,100,112
475218,100,112
475228,100,112
475238,100,109
475248,100,111
475258,100,111
475268,100,109
475278,100,109
475288,100,110
475298,100,107
475308,100,108
475318,100,106
475328,100,105
475338,100,109
475348,100,107
475358,100,110
475368,100,108
475378,100,108
475388,100,108
475398,100,105
475408,100,107
475418,100,104
475428,100,106
475438,100,104
475448,100,105
475458,100,105
475468,100,105
475478,100,105
475488,100,104
475498,100,103
475508,100,102
475518,100,103
475528,100,103
475538,100,103
475548,100,101
475558,100,101
475568,100,101
475578,100,102
475588,100,102
475598,100,101
475608,100,102
475618,100,101
475628,100,101
475638,100,100
475648,100,100
475658,100,99
475668,100,98
475678,100,100
475688,100,100
475698,100,100
475708,100,100
475718,100,99
475728,100,98
475738,100,98
475748,100,98
475758,100,98
475768,100,98
475778,100,98
475788,100,98
475798,100,98
475808,100,99
475818,100,97
475828,100,98
475838,100,97
475848,100,96
475858,100,97
475868,100,97
475878,100,96
475888,100,96
475898,100,96
475908,100,96
475918,100,96
475928,100,96
475938,100,96
475948,100,97
475958,100,96
475968,100,97
475978,100,96
475988,100,96
475998,100,96
476008,100,95
476018,100,96
476028,100,96
476038,100,96
476048,100,96
476058,100,96
476068,100,96
476078,100,97
476088,100,97
476098,100,96
476108,100,96
476118,100,97
476128,100,96
476138,100,97
476148,100,94
476158,100,97
476168,100,96
476178,270,96
476188,270,95
476198,270,95
476208,270,95
476218,270,96
476228,270,98
476238,270,99
476248,270,100
476258,270,99
476268,270,100
476278,270,99
476288,270,99
476298,270,98
476308,270,98
476318,270,98
476328,270,98
476338,270,98
476348,270,105
476358,270,126
476368,270,138
476378,270,145
476388,270,173
476398,270,176
476408,270,189
476418,270,188
476428,270,205
476438,270,206
476448,270,215
476458,270,229
476468,270,224
476478,270,234
476488,270,229
476498,270,227
476508,270,238
476518,270,235
476528,270,241
476538,270,243
476548,270,245
476558,270,241
476568,270,255
476578,270,247
476588,270,255
476598,270,254
476608,270,255
476618,250,260
476628,250,258
476638,250,261
476648,250,269
476658,250,265
476668,250,263
476678,250,272
476688,250,263
476698,250,272
476708,250,270
476718,250,268
476728,250,262
476738,250,266
476748,250,260
476758,250,252
476768,250,247
476778,250,241
476788,250,229
476798,250,224
476808,250,213
476818,250,209
476828,250,208
476838,250,204
476848,250,205
476858,250,204
476868,250,207
476878,250,206
476888,250,209
476898,250,207
476908,250,208
476918,250,208
476928,250,208
476938,250,207
476948,250,208
476958,250,207
476968,250,207
476978,250,209
476988,250,208
476998,250,208
477008,250,207
477018,250,209
477028,250,208
477038,250,208
477048,250,208
477058,250,208
477068,250,207
477078,250,208
477088,250,208
477098,250,208
477108,250,207
477118,250,208
477128,250,208
477138,250,208
477148,250,208
477158,250,208
477168,250,207
477178,100,207
477188,100,208
477198,100,207
477208,100,208
477218,100,207
477228,100,208
477238,100,208
477248,100,207
477258,100,209
477268,100,207
477278,100,207
477288,100,208
477298,100,207
477308,100,206
477318,100,207
477328,100,207
477338,100,207
477348,100,208
477358,100,200
477368,100,184
477378,100,179
477388,100,157
477398,100,159
477408,100,147
477418,100,147
477428,100,141
477438,100,140
477448,100,140
477458,100,137
477468,100,141
477478,100,140
477488,100,141
477498,100,143
477508,100,144
477518,100,141
477528,100,141
477538,100,138
477548,100,139
477558,100,134
477568,100,136
477578,100,134
477588,100,135
477598,100,133
477608,100,134
477618,100,132
477628,100,133
477638,100,132
477648,100,132
477658,100,131
477668,100,131
477678,100,129
477688,100,128
477698,100,127
477708,100,127
477718,100,127
477728,100,127
477738,100,127
477748,100,126
477758,100,125
477768,100,125
477778,100,124
477788,100,123
477798,100,123
477808,100,122
477818,100,121
477828,100,122
477838,100,119
477848,100,121
477858,100,121
477868,100,120
477878,100,120
477888,100,119
477898,100,119
477908,100,119
477918,100,119
477928,100,117
477938,100,116
477948,100,115
477958,100,115
477968,100,115
477978,100,115
477988,100,116
477998,100,116
478008,100,115
478018,100,115
478028,100,114
478038,100,113
478048,100,112
478058,100,112
478068,100,112
478078,100,112
478088,100,111
478098,100,112
478108,100,111
478118,100,111
478128,100,111
478138,100,109
478148,100,110
478158,100,108
478168,100,108
478178,100,107
478188,100,107
478198,100,107
478208,100,108
478218,100,108
478228,100,110
478238,100,106
478248,100,107
478258,100,105
478268,100,105
478278,100,105
478288,100,104
478298,100,106
478308,100,102
478318,100,106
478328,100,104
478338,100,105
478348,100,104
478358,100,105
478368,100,102
478378,100,104
478388,100,102
478398,100,102
478408,100,102
478418,100,101
478428,100,102
478438,100,101
478448,100,103
478458,100,102
478468,100,103
478478,100,102
478488,100,101
478498,100,99
478508,100,100
478518,100,99
478528,100,101
478538,100,101
478548,100,101
478558,100,101
478568,100,100
478578,100,99
478588,100,99
478598,100,98
478608,100,98
478618,100,98
478628,100,98
478638,100,98
478648,100,98
478658,100,98
478668,100,98
478678,100,98
478688,100,98
478698,100,98
478708,100,97
478718,100,97
478728,100,97
478738,100,97
478748,100,97
478758,100,96
478768,100,97
478778,100,96
478788,100,95
478798,100,97
478808,100,94
478818,100,96
478828,100,94
478838,100,95
478848,100,95
478858,100,96
478868,100,96
478878,100,96
478888,100,96
478898,100,96
478908,100,96
478918,100,95
478928,100,95
478938,100,95
478948,100,96
478958,100,96
478968,100,97
478978,100,96
478988,100,97
478998,100,96
479008,100,95
479018,100,95
479028,100,96
479038,100,95
479048,100,95
479058,100,97
479068,100,96
479078,100,97
479088,100,97
479098,100,97
479108,100,96
479118,100,96
479128,100,96
479138,100,96
479148,100,95
479158,100,96
479168,100,96
479178,270,96
479188,270,97
479198,270,96
479208,270,96
479218,270,97
479228,270,98
479238,270,98
479248,270,98
479258,270,98
479268,270,98
479278,270,98
479288,270,98
479298,270,98
479308,270,98
479318,270,98
479328,270,98
479338,270,97
479348,270,103
479358,270,125
479368,270,134
479378,270,145
479388,270,175
479398,270,167
479408,270,184
479418,270,178
479428,270,198
479438,270,201
479448,270,206
479458,270,215
479468,270,209
479478,270,220
479488,270,215
479498,270,218
479508,270,220
479518,270,223
479528,270,229
479538,270,223
479548,270,229
479558,270,232
479568,270,234
479578,270,236
479588,270,234
479598,270,241
479608,270,240
479618,270,244
479628,270,240
479638,270,254
479648,270,248
479658,250,263
479668,250,248
479678,250,260
479688,250,251
479698,250,263
479708,250,266
479718,250,258
479728,250,265
479738,250,267
479748,250,263
479758,250,258
479768,250,262
479778,250,256
479788,250,249
479798,250,249
479808,250,242
479818,250,234
479828,250,232
479838,250,220
479848,250,215
479858,250,205
479868,250,210
479878,250,204
479888,250,207
479898,250,204
479908,250,209
479918,250,207
479928,250,212
479938,250,210
479948,250,212
479958,250,212
479968,250,212
479978,250,212
479988,250,212
479998,250,216
480008,250,214
480018,250,216
480028,250,215
480038,250,217
480048,250,217
480058,250,218
480068,250,218
480078,250,218
480088,250,219
480098,250,220
480108,250,220
480118,250,220
480128,250,220
480138,250,221
480148,250,221
480158,250,220
480168,250,220
480178,100,220
480188,100,220
480198,100,220
480208,100,220
480218,100,220
480228,100,220
480238,100,220
480248,100,220
480258,100,220
480268,100,220
480278,100,220
480288,100,220
480298,100,220
480308,100,220
480318,100,220
480328,100,220
480338,100,221
480348,100,220
480358,100,209
480368,100,195
480378,100,190
480388,100,172
480398,100,170
480408,100,158
480418,100,156
480428,100,150
480438,100,148
480448,100,146
480458,100,147
480468,100,145
480478,100,145
480488,100,146
480498,100,147
480508,100,147
480518,100,146
480528,100,147
480538,100,143
480548,100,145
480558,100,141
480568,100,141
480578,100,141
480588,100,138
480598,100,141
480608,100,137
480618,100,141
480628,100,136
480638,100,137
480648,100,135
480658,100,136
480668,100,134
480678,100,133
480688,100,133
480698,100,131
480708,100,132
480718,100,132
480728,100,130
480738,100,132
480748,100,129
480758,100,130
480768,100,128
480778,100,127
480788,100,128
480798,100,126
480808,100,127
480818,100,124
480828,100,126
480838,100,125
480848,100,124
480858,100,124
480868,100,124
480878,100,123
480888,100,121
480898,100,122
480908,100,120
480918,100,120
480928,100,122
480938,100,119
480948,100,119
480958,100,120
480968,100,119
480978,100,118
480988,100,119
480998,100,118
481008,100,117
481018,100,116
481028,100,116
481038,100,115
481048,100,115
481058,100,115
481068,100,115
481078,100,114
481088,100,114
481098,100,114
481108,100,113
481118,100,113
481128,100,112
481138,100,112
481148,100,113
481158,100,112
481168,100,111
481178,100,110
481188,100,110
481198,100,111
481208,100,109
481218,100,110
481228,100,111
481238,100,109
481248,100,110
481258,100,108
481268,100,107
481278,100,108
481288,100,105
481298,100,108
481308,100,106
481318,100,107
481328,100,107
481338,100,106
481348,100,108
481358,100,105
481368,100,106
481378,100,104
481388,100,105
481398,100,103
481408,100,105
481418,100,104
481428,100,105
481438,100,103
481448,100,104
481458,100,103
481468,100,103
481478,100,102
481488,100,103
481498,100,102
481508,100,101
481518,100,101
481528,100,101
481538,100,100
481548,100,102
481558,100,101
481568,100,101
481578,100,100
481588,100,100
481598,100,100
481608,100,100
481618,100,100
481628,100,99
481638,100,99
481648,100,99
481658,100,99
481668,100,99
481678,100,98
481688,100,98
481698,100,98
481708,100,98
481718,100,98
481728,100,98
481738,100,98
481748,100,98
481758,100,98
481768,100,98
481778,100,98
481788,100,96
481798,100,97
481808,100,96
481818,100,96
481828,100,95
481838,100,96
481848,100,96
481858,100,96
481868,100,96
481878,100,97
481888,100,97
481898,100,98
481908,100,96
481918,100,98
481928,100,97
481938,100,96
481948,100,95
481958,100,95
481968,100,96
481978,100,96
481988,100,96
481998,100,97
482008,100,96
482018,100,96
482028,100,95
482038,100,96
482048,100,95
482058,100,96
482068,100,96
482078,100,96
482088,100,96
482098,100,97
482108,100,96
482118,100,96
482128,100,96
482138,100,96
482148,100,94
482158,100,96
482168,100,95
482178,270,95
482188,270,96
482198,270,96
482208,270,97
482218,270,97
482228,270,98
482238,270,98
482248,270,98
482258,270,99
482268,270,98
482278,270,98
482288,270,98
482298,270,98
482308,270,98
482318,270,99
482328,270,98
482338,270,98
482348,270,103
482358,270,123
482368,270,131
482378,270,140
482388,270,172
482398,270,167
482408,270,194
482418,270,186
482428,270,206
482438,270,205
482448,270,212
482458,270,212
482468,270,227
482478,270,227
482488,270,235
482498,270,230
482508,270,231
482518,270,244
482528,270,234
482538,270,242
482548,270,246
482558,270,246
482568,270,253
482578,270,248
482588,270,248
482598,270,258
482608,270,253
482618,270,255
482628,250,268
482638,250,258
482648,250,265
482658,250,270
482668,250,266
482678,250,273
482688,250,269
482698,250,282
482708,250,265
482718,250,271
482728,250,270
482738,250,269
482748,250,260
482758,250,261
482768,250,254
482778,250,250
482788,250,241
482798,250,237
482808,250,228
482818,250,215
482828,250,205
482838,250,210
482848,250,205
482858,250,208
482868,250,205
482878,250,210
482888,250,207
482898,250,212
482908,250,210
482918,250,212
482928,250,211
482938,250,211
482948,250,211
482958,250,210
482968,250,210
482978,250,210
482988,250,209
482998,250,210
483008,250,210
483018,250,210
483028,250,210
483038,250,211
483048,250,209
483058,250,210
483068,250,210
483078,250,211
483088,250,210
483098,250,211
483108,250,210
483118,250,209
483128,250,209
483138,250,211
483148,250,210
483158,250,211
483168,250,210
483178,100,210
483188,100,210
483198,100,209
483208,100,210
483218,100,210
483228,100,211
483238,100,211
483248,100,210
483258,100,211
483268,100,211
483278,100,210
483288,100,211
483298,100,210
483308,100,210
483318,100,210
483328,100,211
483338,100,211
483348,100,210
483358,100,206
483368,100,186
483378,100,182
483388,100,160
483398,100,162
483408,100,149
483418,100,148
483428,100,143
483438,100,141
483448,100,141
483458,100,138
483468,100,140
483478,100,139
483488,100,141
483498,100,141
483508,100,142
483518,100,141
483528,100,141
483538,100,141
483548,100,137
483558,100,140
483568,100,136
483578,100,139
483588,100,133
483598,100,137
483608,100,132
483618,100,136
483628,100,132
483638,100,133
483648,100,131
483658,100,131
483668,100,129
483678,100,130
483688,100,129
483698,100,129
483708,100,130
483718,100,128
483728,100,127
483738,100,127
483748,100,126
483758,100,127
483768,100,125
483778,100,125
483788,100,124
483798,100,123
483808,100,124
483818,100,121
483828,100,123
483838,100,123
483848,100,121
483858,100,122
483868,100,121
483878,100,120
483888,100,119
483898,100,119
483908,100,119
483918,100,118
483928,100,118
483938,100,118
483948,100,116
483958,100,117
483968,100,115
483978,100,116
483988,100,116
483998,100,115
484008,100,115
484018,100,113
484028,100,114
484038,100,113
484048,100,112
484058,100,112
484068,100,112
484078,100,113
484088,100,112
484098,100,113
484108,100,112
484118,100,111
484128,100,111
484138,100,110
484148,100,109
484158,100,109
484168,100,108
484178,100,108
484188,100,110
484198,100,108
484208,100,109
484218,100,109
484228,100,107
484238,100,109
484248,100,105
484258,100,107
484268,100,105
484278,100,105
484288,100,105
484298,100,104
484308,100,106
484318,100,104
484328,100,106
484338,100,105
484348,100,106
484358,100,103
484368,100,103
484378,100,101
484388,100,101
484398,100,98
484408,100,98
484418,100,98
484428,100,96
484438,100,95
484448,100,95
484458,100,94
484468,100,93
484478,100,93
484488,100,93
484498,100,93
484508,100,93
484518,100,92
484528,100,93
484538,100,93
484548,100,92
484558,100,92
484568,100,91
484578,100,91
484588,100,92
484598,100,91
484608,100,92
484618,100,92
484628,100,93
484638,100,93
484648,100,93
484658,100,93
484668,100,92
484678,100,92
484688,100,93
484698,100,93
484708,100,93
484718,100,94
484728,100,94
484738,100,95
484748,100,94
484758,100,95
484768,100,95
484778,100,96
484788,100,96
484798,100,96
484808,100,96
484818,100,96
484828,100,97
484838,100,98
484848,100,98
484858,100,98
484868,100,99
484878,100,100
484888,100,99
484898,100,99
484908,100,100
484918,100,101
484928,100,100
484938,100,102
484948,100,103
484958,100,103
484968,100,104
484978,100,104
484988,100,105
484998,100,105
485008,100,105
485018,100,105
485028,100,105
485038,100,105
485048,100,106
485058,100,106
485068,100,108
485078,100,107
485088,100,108
485098,100,108
485108,100,108
485118,100,107
485128,100,106
485138,100,106
485148,100,105
485158,100,105
485168,100,105
485178,270,105
485188,270,105
485198,270,105
485208,270,105
485218,270,105
485228,270,106
485238,270,109
485248,270,110
485258,270,110
485268,270,111
485278,270,110
485288,270,110
485298,270,110
485308,270,110
485318,270,109
485328,270,109
485338,270,109
485348,270,112
485358,270,128
485368,270,148
485378,270,155
485388,270,179
485398,270,172
485408,270,200
485418,270,201
485428,270,217
485438,270,211
485448,270,229
485458,270,227
485468,270,236
485478,270,231
485488,270,236
485498,270,237
485508,270,247
485518,270,242
485528,270,250
485538,270,252
485548,270,247
485558,270,259
485568,270,255
485578,270,252
485588,250,261
485598,250,257
485608,250,268
485618,250,263
485628,250,275
485638,250,268
485648,250,275
485658,250,265
485668,250,273
485678,250,266
485688,250,262
485698,250,260
485708,250,260
485718,250,249
485728,250,250
485738,250,245
485748,250,241
485758,250,234
485768,250,227
485778,250,217
485788,250,210
485798,250,208
485808,250,203
485818,250,205
485828,250,204
485838,250,208
485848,250,206
485858,250,210
485868,250,208
485878,250,211
485888,250,208
485898,250,209
485908,250,209
485918,250,209
485928,250,208
485938,250,208
485948,250,208
485958,250,208
485968,250,208
485978,250,209
485988,250,208
485998,250,208
486008,250,209
486018,250,209
486028,250,207
486038,250,208
486048,250,208
486058,250,208
486068,250,209
486078,250,208
486088,250,208
486098,250,209
486108,250,208
486118,250,208
486128,250,208
486138,250,208
486148,250,209
486158,250,209
486168,250,209
486178,100,209
486188,100,209
486198,100,209
486208,100,209
486218,100,209
486228,100,209
486238,100,209
486248,100,209
486258,100,209
