Rythme machine : 20 respiration / min
Rythme inspiration spontanée : 12 respiration / min

temps (ms), commande pression (mmH2O), pression mesurée(mmH2O)
142133,100,112
142143,100,111
142153,100,109
142163,100,110
142173,100,108
142183,100,108
142193,100,110
142203,100,109
142213,100,108
142223,100,109
142233,100,107
142243,100,108
142253,100,107
142263,100,106
142273,100,106
142283,100,105
142293,100,107
142303,100,105
142313,100,107
142323,100,105
142333,100,105
142343,100,105
142353,100,105
142363,100,105
142373,100,105
142383,100,104
142393,100,104
142403,100,103
142413,100,104
142423,100,101
142433,100,103
142443,100,102
142453,100,102
142463,100,101
142473,100,102
142483,100,101
142493,100,102
142503,100,102
142513,100,101
142523,100,101
142533,100,100
142543,100,100
142553,100,99
142563,100,100
142573,100,100
142583,100,99
142593,100,100
142603,100,99
142613,100,99
142623,100,99
142633,100,98
142643,100,99
142653,100,98
142663,100,99
142673,100,98
142683,100,98
142693,100,98
142703,100,98
142713,100,97
142723,100,97
142733,100,97
142743,100,97
142753,100,97
142763,100,97
142773,100,97
142783,100,96
142793,100,96
142803,100,96
142813,100,95
142823,100,95
142833,100,96
142843,100,95
142853,100,96
142863,100,95
142873,100,97
142883,100,97
142893,100,97
142903,100,96
142913,100,96
142923,100,96
142933,100,96
142943,100,95
142953,100,95
142963,100,96
142973,100,96
142983,100,96
142993,100,96
143003,100,95
143013,100,95
143023,100,95
143033,100,95
143043,100,96
143053,100,96
143063,100,97
143073,100,96
143083,100,96
143093,100,96
143103,100,96
143113,100,96
143123,100,95
143133,100,95
143143,100,95
143153,100,95
143163,270,96
143173,270,97
143183,270,97
143193,270,97
143203,270,98
143213,270,98
143223,270,98
143233,270,98
143243,270,98
143253,270,98
143263,270,98
143273,270,98
143283,270,98
143293,270,98
143303,270,98
143313,270,97
143323,270,98
143333,270,98
143343,270,141
143353,270,106
143363,270,151
143373,270,153
143383,270,171
143393,270,174
143403,270,186
143413,270,188
143423,270,201
143433,270,201
143443,270,209
143453,270,212
143463,270,214
143473,270,220
143483,270,232
143493,270,220
143503,270,228
143513,270,229
143523,270,233
143533,270,228
143543,270,239
143553,270,242
143563,270,241
143573,270,239
143583,270,239
143593,270,248
143603,270,245
143613,270,248
143623,270,245
143633,270,256
143643,270,248
143653,270,257
143663,250,260
143673,250,260
143683,250,267
143693,250,260
143703,250,263
143713,250,263
143723,250,257
143733,250,271
143743,250,262
143753,250,268
143763,250,268
143773,250,265
143783,250,256
143793,250,255
143803,250,260
143813,250,248
143823,250,240
143833,250,245
143843,250,230
143853,250,225
143863,250,213
143873,250,213
143883,250,212
143893,250,211
143903,250,211
143913,250,212
143923,250,212
143933,250,214
143943,250,213
143953,250,214
143963,250,215
143973,250,216
143983,250,214
143993,250,215
144003,250,214
144013,250,214
144023,250,214
144033,250,215
144043,250,214
144053,250,214
144063,250,214
144073,250,213
144083,250,214
144093,250,214
144103,250,214
144113,250,214
144123,250,214
144133,250,214
144143,250,214
144153,250,214
144163,100,214
144173,100,214
144183,100,214
144193,100,214
144203,100,215
144213,100,214
144223,100,215
144233,100,216
144243,100,214
144253,100,214
144263,100,213
144273,100,214
144283,100,214
144293,100,215
144303,100,214
144313,100,214
144323,100,213
144333,100,213
144343,100,214
144353,100,198
144363,100,188
144373,100,175
144383,100,164
144393,100,158
144403,100,153
144413,100,148
144423,100,145
144433,100,141
144443,100,143
144453,100,140
144463,100,141
144473,100,140
144483,100,141
144493,100,141
144503,100,142
144513,100,142
144523,100,141
144533,100,142
144543,100,139
144553,100,141
144563,100,137
144573,100,139
144583,100,137
144593,100,135
144603,100,136
144613,100,134
144623,100,134
144633,100,133
144643,100,134
144653,100,130
144663,100,133
144673,100,132
144683,100,130
144693,100,131
144703,100,129
144713,100,129
144723,100,127
144733,100,127
144743,100,127
144753,100,126
144763,100,125
144773,100,125
144783,100,125
144793,100,126
144803,100,125
144813,100,124
144823,100,123
144833,100,121
144843,100,121
144853,100,121
144863,100,120
144873,100,121
144883,100,120
144893,100,120
144903,100,119
144913,100,120
144923,100,118
144933,100,118
144943,100,118
144953,100,117
144963,100,116
144973,100,117
144983,100,115
144993,100,115
145003,100,115
145013,100,115
145023,100,114
145033,100,114
145043,100,113
145053,100,113
145063,100,112
145073,100,112
145083,100,111
145093,100,112
145103,100,112
145113,100,112
145123,100,112
145133,100,112
145143,100,111
145153,100,110
145163,100,110
145173,100,107
145183,100,109
145193,100,108
145203,100,108
145213,100,109
145223,100,108
145233,100,108
145243,100,109
145253,100,105
145263,100,108
145273,100,105
145283,100,106
145293,100,105
145303,100,105
145313,100,105
145323,100,104
145333,100,106
145343,100,104
145353,100,105
145363,100,103
145373,100,105
145383,100,102
145393,100,104
145403,100,103
145413,100,104
145423,100,102
145433,100,101
145443,100,102
145453,100,102
145463,100,102
145473,100,102
145483,100,102
145493,100,101
145503,100,101
145513,100,100
145523,100,99
145533,100,100
145543,100,99
145553,100,101
145563,100,100
145573,100,100
145583,100,100
145593,100,100
145603,100,99
145613,100,98
145623,100,98
145633,100,98
145643,100,98
145653,100,98
145663,100,98
145673,100,98
145683,100,98
145693,100,98
145703,100,98
145713,100,97
145723,100,98
145733,100,98
145743,100,95
145753,100,98
145763,100,96
145773,100,97
145783,100,96
145793,100,94
145803,100,95
145813,100,93
145823,100,96
145833,100,95
145843,100,96
145853,100,97
145863,100,97
145873,100,98
145883,100,97
145893,100,97
145903,100,96
145913,100,97
145923,100,96
145933,100,95
145943,100,96
145953,100,96
145963,100,97
145973,100,97
145983,100,95
145993,100,96
146003,100,95
146013,100,96
146023,100,95
146033,100,95
146043,100,96
146053,100,95
146063,100,96
146073,100,95
146083,100,96
146093,100,96
146103,100,96
146113,100,95
146123,100,96
146133,100,95
146143,100,96
146153,100,96
146163,270,97
146173,270,96
146183,270,97
146193,270,95
146203,270,97
146213,270,98
146223,270,98
146233,270,97
146243,270,98
146253,270,100
146263,270,98
146273,270,98
146283,270,98
146293,270,98
146303,270,98
146313,270,98
146323,270,98
146333,270,98
146343,270,108
146353,270,125
146363,270,133
146373,270,157
146383,270,173
146393,270,172
146403,270,185
146413,270,191
146423,270,199
146433,270,208
146443,270,210
146453,270,212
146463,270,219
146473,270,221
146483,270,220
146493,270,232
146503,270,223
146513,270,232
146523,270,226
146533,270,235
146543,270,241
146553,270,243
146563,270,235
146573,270,245
146583,270,244
146593,270,245
146603,270,242
146613,270,251
146623,270,249
146633,270,255
146643,270,255
146653,250,262
146663,250,254
146673,250,265
146683,250,257
146693,250,264
146703,250,264
146713,250,262
146723,250,265
146733,250,268
146743,250,270
146753,250,269
146763,250,265
146773,250,260
146783,250,258
146793,250,260
146803,250,248
146813,250,243
146823,250,239
146833,250,226
146843,250,223
146853,250,213
146863,250,211
146873,250,212
146883,250,206
146893,250,210
146903,250,209
146913,250,211
146923,250,212
146933,250,213
146943,250,212
146953,250,212
146963,250,213
146973,250,212
146983,250,212
146993,250,212
147003,250,212
147013,250,211
147023,250,213
147033,250,212
147043,250,213
147053,250,212
147063,250,212
147073,250,212
147083,250,212
147093,250,212
147103,250,212
147113,250,212
147123,250,213
147133,250,212
147143,250,212
147153,250,212
147163,100,212
147173,100,212
147183,100,212
147193,100,212
147203,100,213
147213,100,212
147223,100,212
147233,100,212
147243,100,212
147253,100,212
147263,100,212
147273,100,212
147283,100,212
147293,100,212
147303,100,212
147313,100,212
147323,100,212
147333,100,212
147343,100,212
147353,100,195
147363,100,185
147373,100,172
147383,100,162
147393,100,155
147403,100,151
147413,100,148
147423,100,144
147433,100,142
147443,100,141
147453,100,139
147463,100,140
147473,100,140
147483,100,142
147493,100,142
147503,100,143
147513,100,143
147523,100,144
147533,100,141
147543,100,141
147553,100,138
147563,100,137
147573,100,135
147583,100,134
147593,100,135
147603,100,135
147613,100,135
147623,100,133
147633,100,134
147643,100,131
147653,100,131
147663,100,131
147673,100,130
147683,100,131
147693,100,129
147703,100,129
147713,100,128
147723,100,127
147733,100,127
147743,100,127
147753,100,126
147763,100,125
147773,100,125
147783,100,124
147793,100,124
147803,100,124
147813,100,124
147823,100,122
147833,100,122
147843,100,122
147853,100,120
147863,100,121
147873,100,120
147883,100,119
147893,100,119
147903,100,119
147913,100,119
147923,100,119
147933,100,118
147943,100,118
147953,100,115
147963,100,115
147973,100,115
147983,100,114
147993,100,114
148003,100,115
148013,100,113
148023,100,114
148033,100,114
148043,100,113
148053,100,113
148063,100,113
148073,100,112
148083,100,112
148093,100,112
148103,100,111
148113,100,110
148123,100,111
148133,100,110
148143,100,110
148153,100,110
148163,100,109
148173,100,109
148183,100,110
148193,100,107
148203,100,108
148213,100,109
148223,100,106
148233,100,109
148243,100,105
148253,100,108
148263,100,105
148273,100,105
148283,100,105
148293,100,103
148303,100,105
148313,100,104
148323,100,106
148333,100,104
148343,100,106
148353,100,104
148363,100,105
148373,100,102
148383,100,104
148393,100,103
148403,100,103
148413,100,103
148423,100,102
148433,100,103
148443,100,102
148453,100,101
148463,100,101
148473,100,101
148483,100,99
148493,100,100
148503,100,100
148513,100,98
148523,100,101
148533,100,99
148543,100,100
148553,100,100
148563,100,98
148573,100,99
148583,100,99
148593,100,99
148603,100,99
148613,100,99
148623,100,98
148633,100,98
148643,100,98
148653,100,98
148663,100,97
148673,100,97
148683,100,96
148693,100,97
148703,100,98
148713,100,98
148723,100,98
148733,100,97
148743,100,95
148753,100,96
148763,100,95
148773,100,96
148783,100,96
148793,100,96
148803,100,97
148813,100,97
148823,100,97
148833,100,98
148843,100,96
148853,100,96
148863,100,95
148873,100,95
148883,100,96
148893,100,95
148903,100,96
148913,100,96
148923,100,97
148933,100,97
148943,100,96
148953,100,97
148963,100,96
148973,100,95
148983,100,97
148993,100,95
149003,100,96
149013,100,97
149023,100,95
149033,100,96
149043,100,94
149053,100,95
149063,100,94
149073,100,95
149083,100,95
149093,100,95
149103,100,96
149113,100,97
149123,100,97
149133,100,97
149143,100,96
149153,100,96
149163,270,95
149173,270,95
149183,270,96
149193,270,96
149203,270,96
149213,270,98
149223,270,98
149233,270,98
149243,270,98
149253,270,98
149263,270,98
149273,270,98
149283,270,98
149293,270,98
149303,270,98
149313,270,98
149323,270,98
149333,270,98
149343,270,106
149353,270,123
149363,270,136
149373,270,150
149383,270,169
149393,270,177
149403,270,182
149413,270,188
149423,270,207
149433,270,195
149443,270,212
149453,270,214
149463,270,216
149473,270,221
149483,270,228
149493,270,221
149503,270,231
149513,270,231
149523,270,225
149533,270,235
149543,270,243
149553,270,230
149563,270,241
149573,270,241
149583,270,247
149593,270,244
149603,270,253
149613,270,245
149623,270,257
149633,270,250
149643,270,248
149653,270,255
149663,270,252
149673,270,256
149683,250,261
149693,250,264
149703,250,265
149713,250,267
149723,250,265
149733,250,275
149743,250,269
149753,250,275
149763,250,275
149773,250,268
149783,250,270
149793,250,264
149803,250,272
149813,250,263
149823,250,264
149833,250,255
149843,250,249
149853,250,239
149863,250,231
149873,250,231
149883,250,220
149893,250,219
149903,250,217
149913,250,215
149923,250,215
149933,250,216
149943,250,218
149953,250,218
149963,250,219
149973,250,219
149983,250,220
149993,250,220
150003,250,220
150013,250,218
150023,250,220
150033,250,219
150043,250,219
150053,250,220
150063,250,219
150073,250,219
150083,250,220
150093,250,219
150103,250,219
150113,250,220
150123,250,219
150133,250,218
150143,250,219
150153,250,220
150163,100,220
150173,100,219
150183,100,220
150193,100,219
150203,100,219
150213,100,220
150223,100,219
150233,100,218
150243,100,218
150253,100,220
150263,100,220
150273,100,220
150283,100,219
150293,100,220
150303,100,219
150313,100,219
150323,100,219
150333,100,217
150343,100,219
150353,100,202
150363,100,192
150373,100,178
150383,100,167
150393,100,162
150403,100,156
150413,100,150
150423,100,149
150433,100,144
150443,100,145
150453,100,143
150463,100,143
150473,100,143
150483,100,143
150493,100,145
150503,100,144
150513,100,145
150523,100,145
150533,100,142
150543,100,143
150553,100,140
150563,100,141
150573,100,140
150583,100,139
150593,100,139
150603,100,135
150613,100,137
150623,100,134
150633,100,138
150643,100,132
150653,100,136
150663,100,132
150673,100,134
150683,100,128
150693,100,130
150703,100,129
150713,100,129
150723,100,128
150733,100,129
150743,100,128
150753,100,127
150763,100,127
150773,100,127
150783,100,126
150793,100,127
150803,100,126
150813,100,125
150823,100,125
150833,100,123
150843,100,123
150853,100,121
150863,100,122
150873,100,121
150883,100,121
150893,100,120
150903,100,120
150913,100,120
150923,100,120
150933,100,120
150943,100,119
150953,100,119
150963,100,118
150973,100,118
150983,100,116
150993,100,116
151003,100,116
151013,100,115
151023,100,115
151033,100,116
151043,100,116
151053,100,114
151063,100,113
151073,100,113
151083,100,113
151093,100,112
151103,100,112
151113,100,112
151123,100,112
151133,100,111
151143,100,111
151153,100,111
151163,100,110
151173,100,111
151183,100,110
151193,100,109
151203,100,109
151213,100,108
151223,100,108
151233,100,108
151243,100,106
151253,100,109
151263,100,107
151273,100,107
151283,100,109
151293,100,105
151303,100,107
151313,100,105
151323,100,105
151333,100,105
151343,100,105
151353,100,104
151363,100,105
151373,100,105
151383,100,105
151393,100,104
151403,100,104
151413,100,103
151423,100,103
151433,100,102
151443,100,103
151453,100,102
151463,100,103
151473,100,102
151483,100,101
151493,100,101
151503,100,101
151513,100,100
151523,100,100
151533,100,101
151543,100,99
151553,100,101
151563,100,100
151573,100,100
151583,100,100
151593,100,99
151603,100,99
151613,100,98
151623,100,98
151633,100,99
151643,100,98
151653,100,99
151663,100,98
151673,100,98
151683,100,98
151693,100,97
151703,100,98
151713,100,98
151723,100,97
151733,100,98
151743,100,97
151753,100,98
151763,100,97
151773,100,98
151783,100,96
151793,100,96
151803,100,96
151813,100,96
151823,100,95
151833,100,94
151843,100,96
151853,100,95
151863,100,97
151873,100,96
151883,100,98
151893,100,98
151903,100,97
151913,100,96
151923,100,96
151933,100,96
151943,100,96
151953,100,95
151963,100,96
151973,100,95
151983,100,96
151993,100,96
152003,100,95
152013,100,95
152023,100,96
152033,100,95
152043,100,97
152053,100,97
152063,100,96
152073,100,96
152083,100,95
152093,100,95
152103,100,94
152113,100,95
152123,100,95
152133,100,96
152143,100,96
152153,100,97
152163,270,97
152173,270,97
152183,270,97
152193,270,96
152203,270,96
152213,270,98
152223,270,98
152233,270,98
152243,270,98
152253,270,98
152263,270,98
152273,270,98
152283,270,99
152293,270,98
152303,270,97
152313,270,98
152323,270,98
152333,270,97
152343,270,127
152353,270,103
152363,270,154
152373,270,149
152383,270,174
152393,270,178
152403,270,185
152413,270,192
152423,270,201
152433,270,206
152443,270,205
152453,270,217
152463,270,220
152473,270,219
152483,270,225
152493,270,227
152503,270,228
152513,270,227
152523,270,237
152533,270,227
152543,270,236
152553,270,234
152563,270,239
152573,270,242
152583,270,241
152593,270,237
152603,270,249
152613,270,249
152623,270,247
152633,270,257
152643,270,251
152653,270,259
152663,270,255
152673,270,255
152683,250,260
152693,250,267
152703,250,270
152713,250,259
152723,250,274
152733,250,269
152743,250,272
152753,250,273
152763,250,280
152773,250,266
152783,250,274
152793,250,263
152803,250,267
152813,250,263
152823,250,261
152833,250,256
152843,250,246
152853,250,243
152863,250,234
152873,250,230
152883,250,223
152893,250,218
152903,250,220
152913,250,215
152923,250,218
152933,250,216
152943,250,218
152953,250,219
152963,250,220
152973,250,220
152983,250,220
152993,250,220
153003,250,220
153013,250,220
153023,250,220
153033,250,220
153043,250,220
153053,250,220
153063,250,220
153073,250,220
153083,250,219
153093,250,220
153103,250,220
153113,250,220
153123,250,219
153133,250,220
153143,250,220
153153,250,220
153163,100,220
153173,100,220
153183,100,220
153193,100,219
153203,100,220
153213,100,220
153223,100,220
153233,100,220
153243,100,220
153253,100,219
153263,100,219
153273,100,220
153283,100,220
153293,100,219
153303,100,220
153313,100,219
153323,100,220
153333,100,220
153343,100,219
153353,100,199
153363,100,191
153373,100,177
153383,100,169
153393,100,162
153403,100,157
153413,100,149
153423,100,152
153433,100,145
153443,100,147
153453,100,145
153463,100,144
153473,100,145
153483,100,144
153493,100,148
153503,100,145
153513,100,146
153523,100,144
153533,100,144
153543,100,142
153553,100,140
153563,100,142
153573,100,139
153583,100,141
153593,100,137
153603,100,137
153613,100,137
153623,100,135
153633,100,136
153643,100,134
153653,100,134
153663,100,132
153673,100,134
153683,100,132
153693,100,134
153703,100,133
153713,100,130
153723,100,131
153733,100,128
153743,100,127
153753,100,127
153763,100,128
153773,100,127
153783,100,127
153793,100,127
153803,100,127
153813,100,126
153823,100,125
153833,100,124
153843,100,124
153853,100,122
153863,100,122
153873,100,122
153883,100,121
153893,100,120
153903,100,121
153913,100,120
153923,100,121
153933,100,121
153943,100,119
153953,100,119
153963,100,118
153973,100,117
153983,100,116
153993,100,116
154003,100,117
154013,100,117
154023,100,117
154033,100,116
154043,100,116
154053,100,114
154063,100,114
154073,100,113
154083,100,112
154093,100,112
154103,100,112
154113,100,112
154123,100,112
154133,100,112
154143,100,112
154153,100,112
154163,100,112
154173,100,112
154183,100,109
154193,100,110
154203,100,108
154213,100,108
154223,100,108
154233,100,106
154243,100,108
154253,100,108
154263,100,109
154273,100,110
154283,100,107
154293,100,108
154303,100,105
154313,100,105
154323,100,106
154333,100,105
154343,100,106
154353,100,105
154363,100,106
154373,100,105
154383,100,105
154393,100,104
154403,100,104
154413,100,102
154423,100,103
154433,100,103
154443,100,103
154453,100,103
154463,100,102
154473,100,102
154483,100,100
154493,100,102
154503,100,99
154513,100,102
154523,100,101
154533,100,101
154543,100,103
154553,100,101
154563,100,101
154573,100,100
154583,100,100
154593,100,100
154603,100,99
154613,100,101
154623,100,99
154633,100,98
154643,100,99
154653,100,98
154663,100,98
154673,100,98
154683,100,98
154693,100,98
154703,100,97
154713,100,98
154723,100,98
154733,100,98
154743,100,98
154753,100,98
154763,100,97
154773,100,97
154783,100,97
154793,100,96
154803,100,96
154813,100,97
154823,100,96
154833,100,95
154843,100,96
154853,100,95
154863,100,95
154873,100,94
154883,100,95
154893,100,95
154903,100,95
154913,100,95
154923,100,97
154933,100,97
154943,100,97
154953,100,97
154963,100,97
154973,100,96
154983,100,96
154993,100,95
155003,100,96
155013,100,97
155023,100,95
155033,100,96
155043,100,96
155053,100,96
155063,100,95
155073,100,96
155083,100,95
155093,100,95
155103,100,95
155113,100,95
155123,100,96
155133,100,96
155143,100,97
155153,100,95
155163,270,97
155173,270,96
155183,270,95
155193,270,95
155203,270,96
155213,270,98
155223,270,98
155233,270,99
155243,270,98
155253,270,98
155263,270,98
155273,270,98
155283,270,98
155293,270,98
155303,270,98
155313,270,98
155323,270,98
155333,270,98
155343,270,112
155353,270,122
155363,270,138
155373,270,155
155383,270,171
155393,270,170
155403,270,190
155413,270,189
155423,270,198
155433,270,205
155443,270,213
155453,270,221
155463,270,214
155473,270,220
155483,270,230
155493,270,222
155503,270,233
155513,270,226
155523,270,228
155533,270,230
155543,270,239
155553,270,236
155563,270,243
155573,270,236
155583,270,242
155593,270,250
155603,270,247
155613,270,251
155623,270,253
155633,270,249
155643,270,249
155653,270,259
155663,250,263
155673,250,263
155683,250,261
155693,250,264
155703,250,267
155713,250,269
155723,250,272
155733,250,263
155743,250,267
155753,250,267
155763,250,265
155773,250,265
155783,250,264
155793,250,259
155803,250,255
155813,250,255
155823,250,241
155833,250,241
155843,250,234
155853,250,224
155863,250,216
155873,250,215
155883,250,213
155893,250,211
155903,250,212
155913,250,212
155923,250,212
155933,250,214
155943,250,214
155953,250,215
155963,250,215
155973,250,214
155983,250,215
155993,250,215
156003,250,214
156013,250,214
156023,250,214
156033,250,215
156043,250,214
156053,250,214
156063,250,214
156073,250,214
156083,250,215
156093,250,214
156103,250,214
156113,250,214
156123,250,215
156133,250,214
156143,250,214
156153,250,214
156163,100,213
156173,100,214
156183,100,214
156193,100,214
156203,100,214
156213,100,213
156223,100,214
156233,100,214
156243,100,214
156253,100,214
156263,100,214
156273,100,214
156283,100,213
156293,100,214
156303,100,214
156313,100,214
156323,100,214
156333,100,214
156343,100,214
156353,100,195
156363,100,187
156373,100,174
156383,100,163
156393,100,159
156403,100,152
156413,100,148
156423,100,147
156433,100,141
156443,100,143
156453,100,140
156463,100,141
156473,100,141
156483,100,142
156493,100,142
156503,100,144
156513,100,142
156523,100,142
156533,100,143
156543,100,140
156553,100,141
156563,100,137
156573,100,139
156583,100,134
156593,100,136
156603,100,134
156613,100,133
156623,100,134
156633,100,133
156643,100,133
156653,100,133
156663,100,133
156673,100,132
156683,100,131
156693,100,130
156703,100,129
156713,100,128
156723,100,127
156733,100,128
156743,100,127
156753,100,127
156763,100,127
156773,100,125
156783,100,126
156793,100,125
156803,100,125
156813,100,123
156823,100,123
156833,100,122
156843,100,121
156853,100,121
156863,100,121
156873,100,120
156883,100,121
156893,100,120
156903,100,119
156913,100,119
156923,100,118
156933,100,118
156943,100,117
156953,100,117
156963,100,117
156973,100,116
156983,100,117
156993,100,116
157003,100,115
157013,100,115
157023,100,113
157033,100,114
157043,100,113
157053,100,113
157063,100,114
157073,100,112
157083,100,112
157093,100,112
157103,100,112
157113,100,111
157123,100,111
157133,100,112
157143,100,110
157153,100,111
157163,100,110
157173,100,109
157183,100,108
157193,100,109
157203,100,107
157213,100,109
157223,100,108
157233,100,106
157243,100,109
157253,100,105
157263,100,108
157273,100,105
157283,100,106
157293,100,105
157303,100,105
157313,100,106
157323,100,104
157333,100,107
157343,100,104
157353,100,106
157363,100,102
157373,100,105
157383,100,102
157393,100,104
157403,100,103
157413,100,103
157423,100,103
157433,100,102
157443,100,102
157453,100,100
157463,100,102
157473,100,101
157483,100,101
157493,100,100
157503,100,101
157513,100,102
157523,100,100
157533,100,100
157543,100,101
157553,100,99
157563,100,100
157573,100,99
157583,100,99
157593,100,99
157603,100,99
157613,100,98
157623,100,98
157633,100,98
157643,100,98
157653,100,98
157663,100,98
157673,100,98
157683,100,99
157693,100,97
157703,100,98
157713,100,98
157723,100,97
157733,100,97
157743,100,96
157753,100,96
157763,100,96
157773,100,96
157783,100,96
157793,100,95
157803,100,96
157813,100,96
157823,100,97
157833,100,96
157843,100,96
157853,100,96
157863,100,95
157873,100,96
157883,100,96
157893,100,96
157903,100,97
157913,100,96
157923,100,97
157933,100,95
157943,100,96
157953,100,96
157963,100,96
157973,100,96
157983,100,96
157993,100,95
158003,100,96
158013,100,96
158023,100,97
158033,100,96
158043,100,97
158053,100,95
158063,100,95
158073,100,96
158083,100,96
158093,100,96
158103,100,97
158113,100,97
158123,100,97
158133,100,97
158143,100,96
158153,100,96
resetting LCD screen
158163,270,96
158176,270,95
158186,270,96
158196,270,96
158206,270,97
158216,270,98
158226,270,99
158236,270,98
158246,270,98
158256,270,98
158266,270,98
158276,270,98
158286,270,98
158296,270,98
158306,270,98
158316,270,98
158326,270,98
158336,270,99
158346,270,131
158356,270,112
158366,270,151
158376,270,157
158386,270,169
158396,270,177
158406,270,191
158416,270,192
158426,270,202
158436,270,204
158446,270,212
158456,270,217
158466,270,219
158476,270,222
158486,270,219
158496,270,220
158506,270,234
158516,270,228
158526,270,230
158536,270,234
158546,270,237
158556,270,237
158566,270,234
158576,270,236
158586,270,245
158596,270,247
158606,270,243
158616,270,251
158626,270,251
158636,270,253
158646,270,254
158656,270,255
158666,250,262
158676,250,260
158686,250,268
158696,250,267
158706,250,262
158716,250,265
158726,250,272
158736,250,270
158746,250,262
158756,250,270
158766,250,268
158776,250,270
158786,250,257
158796,250,255
158806,250,260
158816,250,242
158826,250,250
158836,250,235
158846,250,237
158856,250,218
158866,250,219
158876,250,212
158886,250,212
158896,250,210
158906,250,211
158916,250,212
158926,250,212
158936,250,215
158946,250,214
158956,250,215
158966,250,215
158976,250,215
158986,250,215
158996,250,214
159006,250,214
159016,250,215
159026,250,214
159036,250,214
159046,250,214
159056,250,215
159066,250,214
159076,250,214
159086,250,215
159096,250,214
159106,250,214
159116,250,215
159126,250,214
159136,250,214
159146,250,215
159156,250,214
159166,100,215
159176,100,215
159186,100,214
159196,100,214
159206,100,213
159216,100,215
159226,100,214
159236,100,215
159246,100,214
159256,100,214
159266,100,214
159276,100,215
159286,100,215
159296,100,214
159306,100,214
159316,100,214
159326,100,214
159336,100,214
159346,100,212
159356,100,190
159366,100,187
159376,100,167
159386,100,166
159396,100,152
159406,100,154
159416,100,143
159426,100,147
159436,100,141
159446,100,142
159456,100,141
159466,100,140
159476,100,139
159486,100,141
159496,100,144
159506,100,142
159516,100,145
159526,100,141
159536,100,142
159546,100,139
159556,100,139
159566,100,139
159576,100,136
159586,100,138
159596,100,134
159606,100,136
159616,100,134
159626,100,135
159636,100,133
159646,100,134
159656,100,131
159666,100,133
159676,100,130
159686,100,130
159696,100,130
159706,100,127
159716,100,131
159726,100,127
159736,100,128
159746,100,127
159756,100,127
159766,100,127
159776,100,126
159786,100,127
159796,100,125
159806,100,124
159816,100,122
159826,100,122
159836,100,122
159846,100,122
159856,100,122
159866,100,120
159876,100,122
159886,100,120
159896,100,120
159906,100,119
159916,100,118
159926,100,119
159936,100,118
159946,100,119
159956,100,117
159966,100,116
159976,100,116
159986,100,115
159996,100,114
160006,100,114
160016,100,115
160026,100,116
160036,100,115
160046,100,115
160056,100,114
160066,100,112
160076,100,113
160086,100,112
160096,100,112
160106,100,112
160116,100,111
160126,100,111
160136,100,111
160146,100,111
160156,100,110
160166,100,110
160176,100,108
160186,100,109
160196,100,109
160206,100,108
160216,100,107
160226,100,108
160236,100,106
160246,100,108
160256,100,106
160266,100,107
160276,100,107
160286,100,106
160296,100,106
160306,100,104
160316,100,106
160326,100,104
160336,100,105
160346,100,104
160356,100,105
160366,100,104
160376,100,105
160386,100,104
160396,100,104
160406,100,103
160416,100,102
160426,100,102
160436,100,102
160446,100,101
160456,100,102
160466,100,102
160476,100,103
160486,100,103
160496,100,102
160506,100,101
160516,100,100
160526,100,99
160536,100,99
160546,100,100
160556,100,100
160566,100,101
160576,100,100
160586,100,99
160596,100,100
160606,100,99
160616,100,99
160626,100,98
160636,100,98
160646,100,99
160656,100,98
160666,100,98
160676,100,98
160686,100,98
160696,100,98
160706,100,97
160716,100,97
160726,100,97
160736,100,97
160746,100,97
160756,100,98
160766,100,97
160776,100,96
160786,100,96
160796,100,95
160806,100,96
160816,100,95
160826,100,96
160836,100,95
160846,100,96
160856,100,97
160866,100,97
160876,100,97
160886,100,96
160896,100,96
160906,100,96
160916,100,95
160926,100,95
160936,100,95
160946,100,95
160956,100,97
160966,100,96
160976,100,97
160986,100,95
160996,100,96
161006,100,95
161016,100,96
161026,100,95
161036,100,95
161046,100,96
161056,100,95
161066,100,96
161076,100,95
161086,100,96
161096,100,95
161106,100,96
161116,100,96
161126,100,95
161136,100,96
161146,100,96
161156,100,96
161166,270,97
161176,270,96
161186,270,96
161196,270,96
161206,270,97
161216,270,98
161226,270,98
161236,270,98
161246,270,98
161256,270,99
161266,270,99
161276,270,98
161286,270,98
161296,270,98
161306,270,98
161316,270,97
161326,270,98
161336,270,98
161346,270,134
161356,270,105
161366,270,150
161376,270,155
161386,270,177
161396,270,176
161406,270,189
161416,270,194
161426,270,198
161436,270,210
161446,270,211
161456,270,216
161466,270,212
161476,270,224
161486,270,227
161496,270,221
161506,270,230
161516,270,222
161526,270,239
161536,270,233
161546,270,234
161556,270,235
161566,270,237
161576,270,243
161586,270,239
161596,270,246
161606,270,239
161616,270,250
161626,270,256
161636,270,244
161646,250,261
161656,250,254
161666,250,258
161676,250,262
161686,250,265
161696,250,274
161706,250,260
161716,250,264
161726,250,266
161736,250,262
161746,250,258
161756,250,256
161766,250,261
161776,250,251
161786,250,249
161796,250,247
161806,250,234
161816,250,236
161826,250,217
161836,250,218
161846,250,212
161856,250,207
161866,250,207
161876,250,205
161886,250,206
161896,250,207
161906,250,207
161916,250,210
161926,250,208
161936,250,210
161946,250,210
161956,250,210
161966,250,210
161976,250,209
161986,250,210
161996,250,209
162006,250,210
