Rythme machine : 20 respiration / min
Rythme inspiration spontanée : 12 respiration / min

temps (ms), commande pression (mmH2O), pression mesurée(mmH2O)
278509,270,228
278519,270,228
278529,270,233
278539,270,230
278549,270,238
278559,270,235
278569,270,238
278579,270,249
278589,270,241
278599,270,248
278609,270,242
278619,270,248
278629,270,258
278639,270,250
278649,270,248
278659,250,267
278669,250,250
278679,250,263
278689,250,263
278699,250,262
278709,250,263
278719,250,263
278729,250,260
278739,250,269
278749,250,262
278759,250,261
278769,250,256
278779,250,260
278789,250,252
278799,250,247
278809,250,253
278819,250,234
278829,250,241
278839,250,220
278849,250,216
278859,250,209
278869,250,212
278879,250,207
278889,250,209
278899,250,207
278909,250,209
278919,250,211
278929,250,212
278939,250,210
278949,250,212
278959,250,212
278969,250,212
278979,250,212
278989,250,211
278999,250,212
279009,250,211
279019,250,211
279029,250,212
279039,250,212
279049,250,212
279059,250,212
279069,250,211
279079,250,212
279089,250,212
279099,250,212
279109,250,212
279119,250,212
279129,250,211
279139,250,212
279149,250,211
279159,250,211
279169,100,212
279179,100,211
279189,100,212
279199,100,212
279209,100,212
279219,100,212
279229,100,212
279239,100,212
279249,100,212
279259,100,212
279269,100,212
279279,100,211
279289,100,211
279299,100,212
279309,100,212
279319,100,211
279329,100,211
279339,100,211
279349,100,201
279359,100,184
279369,100,178
279379,100,159
279389,100,159
279399,100,150
279409,100,149
279419,100,144
279429,100,143
279439,100,144
279449,100,140
279459,100,144
279469,100,142
279479,100,144
279489,100,144
279499,100,142
279509,100,141
279519,100,142
279529,100,139
279539,100,141
279549,100,138
279559,100,140
279569,100,136
279579,100,136
279589,100,136
279599,100,134
279609,100,134
279619,100,133
279629,100,134
279639,100,133
279649,100,133
279659,100,133
279669,100,131
279679,100,131
279689,100,128
279699,100,127
279709,100,127
279719,100,127
279729,100,128
279739,100,127
279749,100,127
279759,100,127
279769,100,124
279779,100,124
279789,100,123
279799,100,123
279809,100,124
279819,100,121
279829,100,122
279839,100,123
279849,100,121
279859,100,121
279869,100,121
279879,100,119
279889,100,119
279899,100,119
279909,100,118
279919,100,118
279929,100,118
279939,100,117
279949,100,117
279959,100,116
279969,100,117
279979,100,116
279989,100,113
279999,100,115
280009,100,113
280019,100,113
280029,100,113
280039,100,113
280049,100,114
280059,100,113
280069,100,112
280079,100,112
280089,100,112
280099,100,111
280109,100,110
280119,100,111
280129,100,111
280139,100,111
280149,100,110
280159,100,110
280169,100,110
280179,100,108
280189,100,107
280199,100,108
280209,100,106
280219,100,110
280229,100,109
280239,100,108
280249,100,108
280259,100,105
280269,100,107
280279,100,105
280289,100,106
280299,100,105
280309,100,105
280319,100,105
280329,100,105
280339,100,105
280349,100,104
280359,100,104
280369,100,103
280379,100,103
280389,100,104
280399,100,102
280409,100,104
280419,100,102
280429,100,103
280439,100,102
280449,100,102
280459,100,101
280469,100,101
280479,100,102
280489,100,100
280499,100,101
280509,100,100
280519,100,101
280529,100,100
280539,100,100
280549,100,100
280559,100,98
280569,100,98
280579,100,98
280589,100,98
280599,100,101
280609,100,99
280619,100,99
280629,100,99
280639,100,98
280649,100,98
280659,100,98
280669,100,98
280679,100,97
280689,100,98
280699,100,98
280709,100,98
280719,100,98
280729,100,96
280739,100,98
280749,100,95
280759,100,96
280769,100,95
280779,100,94
280789,100,97
280799,100,95
280809,100,98
280819,100,96
280829,100,97
280839,100,96
280849,100,96
280859,100,96
280869,100,95
280879,100,96
280889,100,95
280899,100,96
280909,100,96
280919,100,97
280929,100,95
280939,100,95
280949,100,96
280959,100,95
280969,100,96
280979,100,96
280989,100,96
280999,100,96
281009,100,96
281019,100,96
281029,100,96
281039,100,95
281049,100,96
281059,100,96
281069,100,96
281079,100,94
281089,100,96
281099,100,96
281109,100,97
281119,100,98
281129,100,97
281139,100,96
281149,100,96
281159,100,96
281169,270,96
281179,270,97
281189,270,97
281199,270,96
281209,270,98
281219,270,98
281229,270,98
281239,270,98
281249,270,98
281259,270,98
281269,270,98
281279,270,98
281289,270,98
281299,270,98
281309,270,98
281319,270,98
281329,270,98
281339,270,104
281349,270,121
281359,270,129
281369,270,143
281379,270,171
281389,270,164
281399,270,184
281409,270,180
281419,270,199
281429,270,204
281439,270,206
281449,270,217
281459,270,215
281469,270,225
281479,270,224
281489,270,225
281499,270,229
281509,270,221
281519,270,237
281529,270,237
281539,270,234
281549,270,234
281559,270,238
281569,270,233
281579,270,247
281589,270,248
281599,270,248
281609,270,246
281619,270,247
281629,270,249
281639,270,257
281649,270,251
281659,270,255
281669,270,256
281679,270,259
281689,250,269
281699,250,257
281709,250,271
281719,250,264
281729,250,270
281739,250,266
281749,250,270
281759,250,270
281769,250,276
281779,250,270
281789,250,265
281799,250,263
281809,250,265
281819,250,260
281829,250,257
281839,250,253
281849,250,241
281859,250,241
281869,250,232
281879,250,229
281889,250,216
281899,250,220
281909,250,214
281919,250,216
281929,250,215
281939,250,217
281949,250,216
281959,250,220
281969,250,218
281979,250,220
281989,250,219
281999,250,220
282009,250,219
282019,250,219
282029,250,219
282039,250,218
282049,250,219
282059,250,219
282069,250,219
282079,250,220
282089,250,218
282099,250,219
282109,250,219
282119,250,218
282129,250,219
282139,250,219
282149,250,219
282159,250,218
282169,100,218
282179,100,219
282189,100,219
282199,100,219
282209,100,219
282219,100,218
282229,100,219
282239,100,219
282249,100,218
282259,100,218
282269,100,219
282279,100,218
282289,100,219
282299,100,219
282309,100,218
282319,100,218
282329,100,219
282339,100,219
282349,100,212
282359,100,192
282369,100,187
282379,100,167
282389,100,168
282399,100,156
282409,100,154
282419,100,148
282429,100,147
282439,100,145
282449,100,143
282459,100,143
282469,100,142
282479,100,143
282489,100,146
282499,100,144
282509,100,147
282519,100,145
282529,100,142
282539,100,143
282549,100,141
282559,100,142
282569,100,141
282579,100,139
282589,100,139
282599,100,138
282609,100,137
282619,100,136
282629,100,137
282639,100,134
282649,100,135
282659,100,134
282669,100,133
282679,100,131
282689,100,133
282699,100,130
282709,100,131
282719,100,131
282729,100,129
282739,100,128
282749,100,127
282759,100,127
282769,100,127
282779,100,127
282789,100,127
282799,100,125
282809,100,126
282819,100,124
282829,100,123
282839,100,123
282849,100,123
282859,100,123
282869,100,122
282879,100,122
282889,100,120
282899,100,122
282909,100,119
282919,100,119
282929,100,119
282939,100,119
282949,100,119
282959,100,119
282969,100,119
282979,100,117
282989,100,115
282999,100,115
283009,100,115
283019,100,115
283029,100,116
283039,100,115
283049,100,116
283059,100,115
283069,100,114
283079,100,112
283089,100,113
283099,100,112
283109,100,112
283119,100,112
283129,100,112
283139,100,111
283149,100,111
283159,100,111
283169,100,110
283179,100,109
283189,100,111
283199,100,108
283209,100,109
283219,100,109
283229,100,107
283239,100,108
283249,100,107
283259,100,106
283269,100,108
283279,100,106
283289,100,109
283299,100,106
283309,100,108
283319,100,105
283329,100,105
283339,100,106
283349,100,104
283359,100,105
283369,100,104
283379,100,105
283389,100,103
283399,100,105
283409,100,104
283419,100,105
283429,100,103
283439,100,103
283449,100,102
283459,100,101
283469,100,102
283479,100,101
283489,100,103
283499,100,102
283509,100,103
283519,100,102
283529,100,101
283539,100,102
283549,100,98
283559,100,100
283569,100,100
283579,100,99
283589,100,102
283599,100,100
283609,100,99
283619,100,99
283629,100,100
283639,100,99
283649,100,99
283659,100,98
283669,100,98
283679,100,99
283689,100,98
283699,100,98
283709,100,98
283719,100,98
283729,100,97
283739,100,96
283749,100,97
283759,100,97
283769,100,97
283779,100,98
283789,100,97
283799,100,98
283809,100,95
283819,100,96
283829,100,96
283839,100,95
283849,100,96
283859,100,94
283869,100,95
283879,100,95
283889,100,97
283899,100,97
283909,100,97
283919,100,97
283929,100,96
283939,100,96
283949,100,95
283959,100,96
283969,100,95
283979,100,96
283989,100,95
283999,100,95
284009,100,95
284019,100,95
284029,100,97
284039,100,96
284049,100,96
284059,100,96
284069,100,96
284079,100,97
284089,100,95
284099,100,96
284109,100,96
284119,100,96
284129,100,97
284139,100,96
284149,100,96
284159,100,96
284169,270,95
284179,270,96
284189,270,96
284199,270,97
284209,270,98
284219,270,99
284229,270,98
284239,270,98
284249,270,98
284259,270,98
284269,270,98
284279,270,98
284289,270,98
284299,270,99
284309,270,98
284319,270,98
284329,270,98
284339,270,104
284349,270,119
284359,270,132
284369,270,139
284379,270,170
284389,270,171
284399,270,187
284409,270,185
284419,270,205
284429,270,202
284439,270,208
284449,270,212
284459,270,221
284469,270,226
284479,270,219
284489,270,226
284499,270,230
284509,270,228
284519,270,234
284529,270,228
284539,270,236
284549,270,241
284559,270,236
284569,270,241
284579,270,241
284589,270,240
284599,270,248
284609,270,246
284619,270,245
284629,270,248
284639,270,252
284649,250,260
284659,250,248
284669,250,264
284679,250,251
284689,250,265
284699,250,262
284709,250,270
284719,250,259
284729,250,269
284739,250,265
284749,250,258
284759,250,268
284769,250,258
284779,250,257
284789,250,242
284799,250,243
284809,250,239
284819,250,230
284829,250,221
284839,250,217
284849,250,207
284859,250,211
284869,250,205
284879,250,207
284889,250,205
284899,250,209
284909,250,209
284919,250,211
284929,250,210
284939,250,211
284949,250,210
284959,250,210
284969,250,211
284979,250,210
284989,250,210
284999,250,210
285009,250,210
285019,250,210
285029,250,210
285039,250,210
285049,250,210
285059,250,210
285069,250,210
285079,250,211
285089,250,211
285099,250,210
285109,250,210
285119,250,209
285129,250,210
285139,250,210
285149,250,210
285159,250,210
285169,100,210
285179,100,210
285189,100,210
285199,100,209
285209,100,209
285219,100,210
285229,100,210
285239,100,208
285249,100,209
285259,100,210
285269,100,210
285279,100,210
285289,100,210
285299,100,210
285309,100,210
285319,100,209
285329,100,210
285339,100,210
285349,100,201
285359,100,182
285369,100,178
285379,100,158
285389,100,160
285399,100,148
285409,100,148
285419,100,143
285429,100,142
285439,100,141
285449,100,142
285459,100,142
285469,100,142
285479,100,145
285489,100,142
285499,100,144
285509,100,142
285519,100,141
285529,100,141
285539,100,137
285549,100,140
285559,100,134
285569,100,139
285579,100,134
285589,100,136
285599,100,132
285609,100,134
285619,100,131
285629,100,133
285639,100,130
285649,100,134
285659,100,131
285669,100,132
285679,100,129
285689,100,128
285699,100,128
285709,100,126
285719,100,128
285729,100,127
285739,100,127
285749,100,127
285759,100,125
285769,100,126
285779,100,124
285789,100,123
285799,100,124
285809,100,121
285819,100,121
285829,100,121
285839,100,122
285849,100,121
285859,100,120
285869,100,120
285879,100,119
285889,100,119
285899,100,119
285909,100,119
285919,100,118
285929,100,117
285939,100,117
285949,100,116
285959,100,117
285969,100,116
285979,100,115
285989,100,116
285999,100,113
286009,100,113
286019,100,113
286029,100,114
286039,100,114
286049,100,112
286059,100,112
286069,100,112
286079,100,111
286089,100,111
286099,100,111
286109,100,110
286119,100,112
286129,100,111
286139,100,110
286149,100,109
286159,100,108
286169,100,109
286179,100,107
286189,100,109
286199,100,106
286209,100,109
286219,100,107
286229,100,107
286239,100,108
286249,100,105
286259,100,107
286269,100,103
286279,100,106
286289,100,104
286299,100,105
286309,100,105
286319,100,105
286329,100,105
286339,100,105
286349,100,104
286359,100,102
286369,100,103
286379,100,103
286389,100,103
286399,100,103
286409,100,103
286419,100,102
286429,100,102
286439,100,102
286449,100,100
286459,100,100
286469,100,100
286479,100,100
286489,100,101
286499,100,100
286509,100,101
286519,100,101
286529,100,100
286539,100,100
286549,100,99
286559,100,98
286569,100,98
286579,100,98
286589,100,98
286599,100,98
286609,100,99
286619,100,100
286629,100,99
286639,100,98
286649,100,97
286659,100,98
286669,100,98
286679,100,98
286689,100,97
286699,100,98
286709,100,97
286719,100,98
286729,100,96
286739,100,96
286749,100,96
286759,100,96
286769,100,95
286779,100,94
286789,100,95
286799,100,96
286809,100,96
286819,100,98
286829,100,97
286839,100,98
286849,100,96
286859,100,97
286869,100,96
286879,100,95
286889,100,96
286899,100,96
286909,100,96
286919,100,97
286929,100,95
286939,100,97
286949,100,96
286959,100,96
286969,100,95
286979,100,95
286989,100,95
286999,100,96
287009,100,96
287019,100,96
287029,100,96
287039,100,96
287049,100,96
287059,100,96
287069,100,96
287079,100,95
287089,100,95
287099,100,95
287109,100,96
287119,100,96
287129,100,96
287139,100,97
287149,100,96
287159,100,97
287169,270,95
287179,270,96
287189,270,96
287199,270,96
287209,270,97
287219,270,98
287229,270,98
287239,270,98
287249,270,98
287259,270,98
287269,270,98
287279,270,98
287289,270,98
287299,270,98
287309,270,97
287319,270,98
287329,270,98
287339,270,104
287349,270,117
287359,270,132
287369,270,144
287379,270,167
287389,270,170
287399,270,188
287409,270,183
287419,270,203
287429,270,200
287439,270,208
287449,270,220
287459,270,213
287469,270,227
287479,270,219
287489,270,227
287499,270,227
287509,270,227
287519,270,242
287529,270,230
287539,270,238
287549,270,238
287559,270,238
287569,270,238
287579,270,245
287589,270,243
287599,270,248
287609,270,239
287619,270,256
287629,270,250
287639,270,257
287649,270,258
287659,270,255
287669,250,260
287679,250,263
287689,250,263
287699,250,265
287709,250,267
287719,250,265
287729,250,275
287739,250,263
287749,250,273
287759,250,264
287769,250,268
287779,250,260
287789,250,264
287799,250,255
287809,250,252
287819,250,238
287829,250,243
287839,250,231
287849,250,230
287859,250,217
287869,250,213
287879,250,215
287889,250,211
287899,250,212
287909,250,210
287919,250,212
287929,250,212
287939,250,214
287949,250,213
287959,250,214
287969,250,213
287979,250,214
287989,250,214
287999,250,214
288009,250,214
288019,250,213
288029,250,214
288039,250,214
288049,250,214
288059,250,213
288069,250,214
288079,250,214
288089,250,214
288099,250,213
288109,250,213
288119,250,214
288129,250,215
288139,250,213
288149,250,213
288159,250,213
288169,100,214
288179,100,213
288189,100,213
288199,100,213
288209,100,214
288219,100,213
288229,100,214
288239,100,213
288249,100,214
288259,100,214
288269,100,213
288279,100,213
288289,100,213
288299,100,214
288309,100,214
288319,100,214
288329,100,213
288339,100,213
288349,100,205
288359,100,189
288369,100,184
288379,100,162
288389,100,163
288399,100,152
288409,100,152
288419,100,145
288429,100,145
288439,100,144
288449,100,141
288459,100,143
288469,100,142
288479,100,143
288489,100,144
288499,100,145
288509,100,142
288519,100,143
288529,100,141
288539,100,141
288549,100,140
288559,100,138
288569,100,139
288579,100,135
288589,100,139
288599,100,134
288609,100,137
288619,100,133
288629,100,134
288639,100,131
288649,100,133
288659,100,130
288669,100,132
288679,100,131
288689,100,131
288699,100,129
288709,100,129
288719,100,128
288729,100,127
288739,100,127
288749,100,127
288759,100,126
288769,100,127
288779,100,124
288789,100,125
288799,100,124
288809,100,123
288819,100,124
288829,100,122
288839,100,122
288849,100,122
288859,100,121
288869,100,121
288879,100,120
288889,100,120
288899,100,119
288909,100,120
288919,100,119
288929,100,119
288939,100,119
288949,100,118
288959,100,116
288969,100,116
288979,100,115
288989,100,116
288999,100,115
289009,100,115
289019,100,116
289029,100,115
289039,100,116
289049,100,114
289059,100,114
289069,100,113
289079,100,112
289089,100,112
289099,100,112
289109,100,112
289119,100,111
289129,100,111
289139,100,111
289149,100,111
289159,100,109
289169,100,110
289179,100,109
289189,100,107
289199,100,108
289209,100,107
289219,100,109
289229,100,110
289239,100,107
289249,100,109
289259,100,106
289269,100,107
289279,100,106
289289,100,105
289299,100,106
289309,100,105
289319,100,106
289329,100,104
289339,100,106
289349,100,105
289359,100,106
289369,100,104
289379,100,105
289389,100,103
289399,100,103
289409,100,103
289419,100,102
289429,100,102
289439,100,101
289449,100,103
289459,100,101
289469,100,102
289479,100,101
289489,100,102
289499,100,101
289509,100,101
289519,100,101
289529,100,100
289539,100,100
289549,100,100
289559,100,100
289569,100,100
289579,100,99
289589,100,99
289599,100,98
289609,100,99
289619,100,98
289629,100,99
289639,100,99
289649,100,99
289659,100,99
289669,100,98
289679,100,97
289689,100,97
289699,100,97
289709,100,97
289719,100,97
289729,100,97
289739,100,97
289749,100,97
289759,100,97
289769,100,96
289779,100,94
289789,100,96
289799,100,94
289809,100,96
289819,100,95
289829,100,96
289839,100,97
289849,100,97
289859,100,97
289869,100,96
289879,100,96
289889,100,96
289899,100,95
289909,100,95
289919,100,95
289929,100,96
289939,100,96
289949,100,98
289959,100,97
289969,100,96
289979,100,97
289989,100,94
289999,100,96
290009,100,94
290019,100,96
290029,100,97
290039,100,96
290049,100,96
290059,100,96
290069,100,96
290079,100,95
290089,100,95
290099,100,94
290109,100,96
290119,100,96
290129,100,96
290139,100,97
290149,100,97
290159,100,96
290169,270,96
290179,270,96
290189,270,96
290199,270,95
290209,270,97
290219,270,98
290229,270,98
290239,270,98
290249,270,98
290259,270,98
290269,270,98
290279,270,98
290289,270,98
290299,270,98
290309,270,97
290319,270,98
290329,270,98
290339,270,103
290349,270,132
290359,270,124
290369,270,152
290379,270,165
290389,270,172
290399,270,184
290409,270,184
290419,270,200
290429,270,204
290439,270,205
290449,270,220
290459,270,217
290469,270,224
290479,270,230
290489,270,216
290499,270,227
290509,270,233
290519,270,234
290529,270,230
290539,270,239
290549,270,238
290559,270,235
290569,270,237
290579,270,246
290589,270,241
290599,270,248
290609,270,244
290619,270,255
290629,270,246
290639,270,254
290649,250,261
290659,250,255
290669,250,258
290679,250,266
290689,250,260
290699,250,263
290709,250,265
290719,250,263
290729,250,266
290739,250,261
290749,250,263
290759,250,266
290769,250,263
290779,250,254
290789,250,245
290799,250,242
290809,250,237
290819,250,230
290829,250,225
290839,250,213
290849,250,210
290859,250,209
290869,250,205
290879,250,207
290889,250,205
290899,250,209
290909,250,207
290919,250,212
290929,250,209
290939,250,210
290949,250,210
290959,250,211
290969,250,210
290979,250,210
290989,250,209
290999,250,210
291009,250,210
291019,250,210
291029,250,210
291039,250,210
291049,250,210
291059,250,210
291069,250,210
291079,250,210
291089,250,209
291099,250,209
291109,250,210
291119,250,210
291129,250,211
291139,250,210
291149,250,210
291159,250,209
291169,100,210
291179,100,210
291189,100,210
291199,100,210
291209,100,210
291219,100,210
291229,100,211
291239,100,210
291249,100,210
291259,100,210
291269,100,210
291279,100,210
291289,100,210
291299,100,211
291309,100,209
291319,100,210
291329,100,210
291339,100,210
291349,100,205
291359,100,183
291369,100,179
291379,100,158
291389,100,160
291399,100,148
291409,100,149
291419,100,142
291429,100,144
291439,100,141
291449,100,142
291459,100,141
291469,100,143
291479,100,144
291489,100,142
291499,100,145
291509,100,141
291519,100,141
291529,100,141
291539,100,137
291549,100,139
291559,100,134
291569,100,138
291579,100,132
291589,100,136
291599,100,133
291609,100,134
291619,100,131
291629,100,133
291639,100,129
291649,100,133
291659,100,131
291669,100,131
291679,100,130
291689,100,129
291699,100,128
291709,100,127
291719,100,127
291729,100,126
291739,100,127
291749,100,126
291759,100,126
291769,100,127
291779,100,124
291789,100,123
291799,100,123
291809,100,121
291819,100,121
291829,100,122
291839,100,121
291849,100,120
291859,100,120
291869,100,119
291879,100,120
291889,100,119
291899,100,119
291909,100,119
291919,100,119
291929,100,118
291939,100,116
291949,100,116
291959,100,114
291969,100,115
291979,100,114
291989,100,116
291999,100,116
292009,100,115
292019,100,114
292029,100,114
292039,100,113
292049,100,112
292059,100,112
292069,100,112
292079,100,112
292089,100,112
292099,100,112
292109,100,111
292119,100,110
292129,100,110
292139,100,109
292149,100,108
292159,100,110
292169,100,109
292179,100,110
292189,100,109
292199,100,107
292209,100,108
292219,100,107
292229,100,106
292239,100,108
292249,100,105
292259,100,109
292269,100,105
292279,100,108
292289,100,105
292299,100,106
292309,100,104
292319,100,104
292329,100,105
292339,100,105
292349,100,104
292359,100,104
292369,100,103
292379,100,103
292389,100,102
292399,100,103
292409,100,102
292419,100,103
292429,100,102
292439,100,102
292449,100,102
292459,100,101
292469,100,103
292479,100,100
292489,100,101
292499,100,99
292509,100,99
292519,100,100
292529,100,99
292539,100,100
292549,100,99
292559,100,100
292569,100,99
292579,100,99
292589,100,99
292599,100,98
292609,100,98
292619,100,98
292629,100,97
292639,100,98
292649,100,98
292659,100,98
292669,100,97
292679,100,97
292689,100,98
292699,100,98
292709,100,97
292719,100,96
292729,100,98
292739,100,95
292749,100,97
292759,100,96
292769,100,97
292779,100,95
292789,100,95
292799,100,96
292809,100,95
292819,100,96
292829,100,95
292839,100,96
292849,100,96
292859,100,97
292869,100,96
292879,100,97
292889,100,96
292899,100,96
292909,100,96
292919,100,95
292929,100,95
292939,100,96
292949,100,96
292959,100,97
292969,100,96
292979,100,96
292989,100,97
292999,100,95
293009,100,96
293019,100,95
293029,100,96
293039,100,95
293049,100,96
293059,100,97
293069,100,96
293079,100,95
293089,100,95
293099,100,96
293109,100,95
293119,100,96
293129,100,95
293139,100,96
293149,100,97
293159,100,96
293169,270,97
293179,270,97
293189,270,97
293199,270,96
293209,270,98
293219,270,98
293229,270,98
293239,270,98
293249,270,98
293259,270,99
293269,270,98
293279,270,98
293289,270,98
293299,270,98
293309,270,98
293319,270,97
293329,270,98
293339,270,103
293349,270,119
293359,270,133
293369,270,141
293379,270,168
293389,270,168
293399,270,184
293409,270,183
293419,270,195
293429,270,203
293439,270,205
293449,270,210
293459,270,227
293469,270,208
293479,270,219
293489,270,228
293499,270,224
293509,270,236
293519,270,229
293529,270,227
293539,270,232
293549,270,223
293559,270,242
293569,270,240
293579,270,241
293589,270,241
293599,270,246
293609,270,242
293619,270,247
293629,270,251
293639,270,251
293649,270,255
293659,270,258
293669,250,264
293679,250,259
293689,250,257
293699,250,266
293709,250,255
293719,250,267
293729,250,273
293739,250,267
293749,250,263
293759,250,273
293769,250,258
293779,250,269
293789,250,258
293799,250,268
293809,250,253
293819,250,252
293829,250,242
293839,250,239
293849,250,223
293859,250,225
293869,250,212
293879,250,213
293889,250,210
293899,250,211
293909,250,212
293919,250,212
293929,250,211
293939,250,214
293949,250,214
293959,250,214
293969,250,214
293979,250,214
293989,250,215
293999,250,214
294009,250,214
294019,250,214
294029,250,214
294039,250,214
294049,250,214
294059,250,214
294069,250,214
294079,250,213
294089,250,214
294099,250,215
294109,250,214
294119,250,214
294129,250,215
294139,250,214
294149,250,214
294159,250,213
294169,100,214
294179,100,214
294189,100,214
294199,100,214
294209,100,214
294219,100,214
294229,100,214
294239,100,214
294249,100,213
294259,100,214
294269,100,214
294279,100,214
294289,100,214
294299,100,214
294309,100,214
294319,100,214
294329,100,214
294339,100,214
294349,100,205
294359,100,186
294369,100,182
294379,100,162
294389,100,163
294399,100,151
294409,100,150
294419,100,145
294429,100,145
294439,100,144
294449,100,141
294459,100,143
294469,100,141
294479,100,143
294489,100,143
294499,100,146
294509,100,143
294519,100,143
294529,100,141
294539,100,141
294549,100,140
294559,100,138
294569,100,140
294579,100,136
294589,100,139
294599,100,134
294609,100,136
294619,100,134
294629,100,135
294639,100,132
294649,100,133
294659,100,131
294669,100,131
294679,100,130
294689,100,131
294699,100,129
294709,100,129
294719,100,129
294729,100,127
294739,100,127
294749,100,126
294759,100,126
294769,100,126
294779,100,125
294789,100,126
294799,100,124
294809,100,125
294819,100,123
294829,100,122
294839,100,121
294849,100,121
294859,100,121
294869,100,121
294879,100,120
294889,100,121
294899,100,119
294909,100,119
294919,100,119
294929,100,117
294939,100,118
294949,100,117
294959,100,117
294969,100,116
294979,100,116
294989,100,117
294999,100,115
295009,100,115
295019,100,115
295029,100,113
295039,100,114
295049,100,114
295059,100,113
295069,100,112
295079,100,112
295089,100,112
295099,100,112
295109,100,112
295119,100,111
295129,100,112
295139,100,110
295149,100,112
295159,100,109
295169,100,110
295179,100,108
295189,100,109
295199,100,108
295209,100,107
295219,100,107
295229,100,109
295239,100,107
295249,100,108
295259,100,106
295269,100,106
295279,100,107
295289,100,105
295299,100,107
295309,100,105
295319,100,106
295329,100,104
295339,100,105
295349,100,103
295359,100,105
295369,100,102
295379,100,104
295389,100,102
295399,100,104
295409,100,103
295419,100,104
295429,100,103
295439,100,102
295449,100,102
295459,100,101
295469,100,103
295479,100,102
295489,100,101
295499,100,100
295509,100,101
295519,100,100
295529,100,101
295539,100,101
295549,100,100
295559,100,99
295569,100,99
295579,100,98
295589,100,98
295599,100,99
295609,100,99
295619,100,99
295629,100,100
295639,100,99
295649,100,98
295659,100,98
295669,100,98
295679,100,97
295689,100,98
295699,100,97
295709,100,98
295719,100,98
295729,100,98
295739,100,98
295749,100,97
295759,100,97
295769,100,96
295779,100,96
295789,100,96
295799,100,95
295809,100,95
295819,100,95
295829,100,97
295839,100,96
295849,100,96
295859,100,97
295869,100,96
295879,100,96
295889,100,95
295899,100,96
295909,100,96
295919,100,95
295929,100,96
295939,100,95
295949,100,97
295959,100,96
295969,100,98
295979,100,96
295989,100,94
295999,100,95
296009,100,96
296019,100,96
296029,100,96
296039,100,96
296049,100,96
296059,100,96
296069,100,96
296079,100,96
296089,100,95
296099,100,95
296109,100,95
296119,100,95
296129,100,96
296139,100,96
296149,100,97
296159,100,97
296169,270,97
296179,270,96
296189,270,96
296199,270,96
296209,270,98
296219,270,98
296229,270,98
296239,270,98
296249,270,98
296259,270,98
296269,270,99
296279,270,98
296289,270,98
296299,270,98
296309,270,98
296319,270,98
296329,270,97
296339,270,102
296349,270,124
296359,270,131
296369,270,145
296379,270,177
296389,270,168
296399,270,187
296409,270,181
296419,270,194
296429,270,201
296439,270,205
296449,270,212
296459,270,222
296469,270,216
296479,270,224
296489,270,227
296499,270,228
296509,270,230
296519,270,233
296529,270,228
296539,270,238
296549,270,232
296559,270,237
296569,270,238
296579,270,246
296589,270,237
296599,270,245
296609,270,248
296619,270,253
296629,270,254
296639,270,255
296649,270,259
296659,270,258
296669,270,257
296679,270,255
296689,250,263
296699,250,263
296709,250,266
296719,250,271
296729,250,276
296739,250,270
296749,250,275
296759,250,275
296769,250,271
296779,250,269
296789,250,270
296799,250,270
296809,250,266
296819,250,263
296829,250,259
296839,250,248
296849,250,242
296859,250,239
296869,250,229
296879,250,227
296889,250,215
296899,250,220
296909,250,214
296919,250,217
296929,250,214
296939,250,218
296949,250,218
296959,250,219
296969,250,220
296979,250,220
296989,250,219
296999,250,218
297009,250,220
297019,250,218
297029,250,219
297039,250,219
297049,250,219
297059,250,219
297069,250,219
297079,250,220
297089,250,219
297099,250,219
297109,250,219
297119,250,219
297129,250,219
297139,250,219
297149,250,219
297159,250,219
297169,100,219
297179,100,219
297189,100,219
297199,100,219
297209,100,219
297219,100,219
297229,100,219
297239,100,219
297249,100,219
297259,100,219
297269,100,219
297279,100,218
297289,100,219
297299,100,219
297309,100,219
297319,100,219
297329,100,219
297339,100,218
297349,100,209
297359,100,191
297369,100,186
297379,100,167
297389,100,166
297399,100,155
297409,100,153
297419,100,151
297429,100,146
297439,100,146
297449,100,144
297459,100,144
297469,100,144
297479,100,147
297489,100,145
297499,100,146
297509,100,145
297519,100,143
297529,100,144
297539,100,142
297549,100,142
297559,100,142
297569,100,140
297579,100,141
297589,100,139
297599,100,138
297609,100,138
297619,100,136
297629,100,136
297639,100,134
297649,100,134
297659,100,134
297669,100,133
297679,100,133
297689,100,132
297699,100,133
297709,100,130
297719,100,130
297729,100,128
297739,100,128
297749,100,127
297759,100,127
297769,100,128
297779,100,127
297789,100,127
297799,100,126
297809,100,126
297819,100,125
297829,100,124
297839,100,123
297849,100,123
297859,100,120
297869,100,121
297879,100,122
297889,100,121
297899,100,121
297909,100,122
297919,100,120
297929,100,119
297939,100,119
297949,100,119
297959,100,118
297969,100,118
297979,100,116
297989,100,117
297999,100,117
298009,100,117
298019,100,115
298029,100,115
298039,100,115
298049,100,114
298059,100,113
298069,100,112
298079,100,112
298089,100,114
298099,100,114
298109,100,112
298119,100,113
298129,100,112
298139,100,111
298149,100,111
298159,100,110
298169,100,111
298179,100,111
298189,100,109
298199,100,108
298209,100,110
298219,100,109
298229,100,108
298239,100,110
298249,100,107
298259,100,109
298269,100,108
298279,100,106
298289,100,108
298299,100,105
298309,100,107
298319,100,105
298329,100,106
298339,100,105
298349,100,105
298359,100,105
298369,100,104
298379,100,105
298389,100,103
298399,100,105
